label,start,end,trading_days,benchmark_final,benchmark_return_pct,active_final,active_return_pct,excess_pct,max_drawdown_pct,buys,sells,open_positions,case,entry,closed_trades,trade_win_rate_pct,avg_trade_return_pct,median_trade_return_pct,avg_hold_days
ma5_down_vol_1_3x,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1351980.4462284714,35.19804462284712,10.842452874045549,-20.97150203989585,303,273,30,tw_choppy_2021,new_above_all_ma_and_score>=50%,273,42.49084249084249,1.9457683719696393,-0.985210281902027,31.406593406593405
break_prev2_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1347213.0596772796,34.72130596772796,10.451597502869902,-13.973021305626531,875,848,27,tw_choppy_2021,new_above_all_ma_and_score>=50%,848,34.66981132075472,0.3016270891459466,-1.4863693759489205,7.818396226415095
ma5_score_lt_10pct,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1341369.7232801747,34.136972328017464,9.972530116185352,-16.944836219674574,312,285,27,tw_choppy_2021,new_above_all_ma_and_score>=50%,285,28.771929824561404,-0.3465966182364842,-3.180207005574609,27.010526315789473
ma5_down_vol_1_5x,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1308671.6545309413,30.867165453094138,7.291770823756405,-18.95520518614029,213,185,28,tw_choppy_2021,new_above_all_ma_and_score>=50%,185,41.62162162162162,1.903122953671014,-1.7185776265253527,41.90810810810811
penalty_adjusted_score_lt_10pct,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1302727.608172027,30.272760817202695,6.804446705824763,-13.381323656870803,878,853,25,tw_choppy_2021,new_above_all_ma_and_score>=50%,853,33.76318874560375,0.07810817045930776,-1.265819137877755,8.113716295427901
ma5_and_break_prev2_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1290104.4776018562,29.01044776018562,5.769536208967918,-13.989633656777379,858,832,26,tw_choppy_2021,new_above_all_ma_and_score>=50%,832,33.65384615384615,0.12940277816120524,-1.581105234138147,8.087740384615385
market_break_ma10_sell_lowest_50pct,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1265737.343690159,26.57373436901591,3.771790679572562,-12.985267008748968,737,711,26,tw_choppy_2021,new_above_all_ma_and_score>=50%,711,41.068917018284104,0.07410168102790375,-0.7648174628955506,8.40928270042194
break_prev3_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1258888.0637215637,25.88880637215636,3.2102507591853735,-14.472961991278543,607,581,26,tw_choppy_2021,new_above_all_ma_and_score>=50%,581,33.218588640275385,0.13553936736509586,-1.9257049634104906,12.416523235800344
ma5_and_break_prev3_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1258888.0637215637,25.88880637215636,3.2102507591853735,-14.472961991278543,607,581,26,tw_choppy_2021,new_above_all_ma_and_score>=50%,581,33.218588640275385,0.13553936736509586,-1.9257049634104906,12.416523235800344
break_ma10,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1255563.3651931463,25.556336519314637,2.937674524089262,-14.07276790223123,773,746,27,tw_choppy_2021,new_above_all_ma_and_score>=50%,746,31.233243967828418,0.023604141790399595,-1.537670543427344,9.626005361930295
break_ma20,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1245155.235325461,24.515523532546112,2.0843614102908026,-15.95916934859084,424,399,25,tw_choppy_2021,new_above_all_ma_and_score>=50%,399,30.32581453634085,-0.02754609803036983,-2.4291353219114686,18.18546365914787
break_prev5_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1236199.0775371967,23.619907753719673,1.3500885882632874,-16.20219096257025,439,414,25,tw_choppy_2021,new_above_all_ma_and_score>=50%,414,31.40096618357488,0.12199917580695693,-2.415438421410437,17.669082125603865
ma5_and_break_prev5_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1236199.0775371967,23.619907753719673,1.3500885882632874,-16.20219096257025,439,414,25,tw_choppy_2021,new_above_all_ma_and_score>=50%,414,31.40096618357488,0.12199917580695693,-2.415438421410437,17.669082125603865
market_break_ma10_score_lt_20pct,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1224062.523702147,22.406252370214695,0.35507020595786365,-16.84200361999504,416,392,24,tw_choppy_2021,new_above_all_ma_and_score>=50%,392,32.6530612244898,0.12203040110506387,-2.107481354866503,17.288265306122447
baseline_ma5,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1220805.8248344169,22.08058248344169,0.08806893994226517,-14.218391022233623,1102,1078,24,tw_choppy_2021,new_above_all_ma_and_score>=50%,1078,35.99257884972171,-0.013225961515814805,-0.985232823762372,5.87847866419295
break_big_bull_low,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1208487.3582923496,20.848735829234965,-0.9218636008563652,-15.968258858818608,343,313,30,tw_choppy_2021,new_above_all_ma_and_score>=50%,313,34.504792332268366,0.027570494093544933,-2.2880104011556712,22.0
ma5_and_market_break_ma10,2021-01-04,2021-12-30,243,1219731.6201264309,21.973162012643076,1199330.0756035906,19.93300756035905,-1.672625697833885,-13.843464920103909,612,588,24,tw_choppy_2021,new_above_all_ma_and_score>=50%,588,35.8843537414966,-0.03570805734066122,-1.2718892658175884,10.726190476190476
