symbol,date,yoy,yoy_positive,turned_positive,fwd20,excess20,fwd60,excess60
1301.TW,2018-01-08,0.0687,True,False,0.0101,-0.0096,0.0804,0.0766
1301.TW,2018-01-25,-0.0013,False,False,-0.0049,0.0479,0.0345,0.1084
1301.TW,2018-02-21,0.2937,True,True,0.0,-0.0252,0.0577,0.0595
1301.TW,2018-03-12,-0.0571,False,False,0.029,0.0486,0.0483,0.0673
1301.TW,2018-03-19,-0.0571,False,False,0.0243,0.0386,0.0291,0.0518
1301.TW,2018-03-27,-0.0571,False,False,-0.0048,0.0456,0.0476,0.08
1301.TW,2018-04-09,-0.0571,False,False,0.0048,0.0315,0.0857,0.0954
1301.TW,2018-04-20,0.1597,True,True,0.0563,0.0402,0.0586,0.0363
1301.TW,2018-05-02,0.1597,True,True,0.0284,0.0158,0.1085,0.0291
1301.TW,2018-05-07,0.1597,True,True,0.0474,0.0084,0.1235,0.0385
1301.TW,2018-06-04,0.1819,True,False,0.0226,0.0402,0.087,0.0341
1301.TW,2018-06-22,0.2513,True,False,0.0344,-0.0088,0.0777,0.0029
1301.TW,2018-06-29,0.2513,True,False,0.0349,-0.0261,0.1004,0.0253
1301.TW,2018-07-13,0.1455,True,False,0.0045,-0.0322,0.0136,0.0095
1301.TW,2018-07-18,0.1455,True,False,0.0046,-0.0122,-0.023,0.005
1301.TW,2018-07-23,0.1455,True,False,0.0046,0.0117,-0.0507,0.0102
1301.TW,2018-08-06,0.1455,True,False,-0.0133,-0.0221,-0.1022,-0.0071
1301.TW,2018-08-08,0.1455,True,False,-0.0134,-0.0233,-0.0982,-0.0112
1301.TW,2018-08-23,0.1485,True,False,0.0,-0.01,-0.1013,-0.0031
1301.TW,2018-09-04,0.1485,True,False,0.0044,0.0165,-0.1156,-0.0012
1301.TW,2018-09-13,0.047,True,False,-0.08,-0.0123,-0.1156,0.008
1301.TW,2018-09-27,0.047,True,False,-0.1607,-0.0239,-0.1573,-0.0182
1301.TW,2018-11-05,0.0276,True,False,-0.0097,-0.0167,-0.0097,0.0107
1301.TW,2019-02-22,0.018,True,False,0.0385,0.0164,0.0433,0.0381
1301.TW,2019-03-07,0.018,True,False,0.0237,-0.0317,0.0332,0.0149
1301.TW,2019-03-12,0.0499,True,False,0.0526,0.0021,0.0622,0.0389
1301.TW,2019-03-15,0.0499,True,False,0.0332,-0.0248,0.0616,0.0429
1301.TW,2019-03-26,0.0499,True,False,0.0231,-0.0372,0.0602,0.0278
1301.TW,2019-04-09,0.0499,True,False,0.0,-0.0141,0.005,-0.0023
1301.TW,2019-04-17,-0.1054,False,False,-0.0046,0.0401,0.0048,0.0048
1301.TW,2019-04-23,-0.1054,False,False,0.0046,0.0606,-0.0238,-0.0196
1301.TW,2019-05-20,-0.0177,False,False,0.0227,0.0138,-0.1039,-0.1395
1301.TW,2019-05-28,-0.0177,False,False,0.0409,-0.0012,-0.1163,-0.1746
1301.TW,2019-05-30,-0.0177,False,False,0.0409,-0.0043,-0.1221,-0.1599
1301.TW,2019-06-05,-0.0177,False,False,0.0005,-0.0468,-0.0991,-0.1534
1301.TW,2019-07-01,-0.15,False,False,-0.0751,-0.0934,-0.119,-0.1477
1301.TW,2019-12-18,-0.1194,False,False,-0.0355,-0.0263,-0.3054,-0.0861
1301.TW,2019-12-27,-0.1194,False,False,-0.0822,-0.0393,-0.2317,-0.0435
1301.TW,2020-01-03,-0.1194,False,False,-0.0768,-0.047,-0.1931,-0.0316
1301.TW,2020-11-10,0.0381,True,True,0.0542,-0.0667,0.066,-0.2158
1301.TW,2020-11-18,0.0078,True,False,0.025,-0.0179,0.1034,-0.1369
1301.TW,2020-12-02,0.0078,True,False,0.1026,0.0489,0.1688,0.0057
1301.TW,2020-12-16,0.116,True,False,0.0798,-0.0443,0.1042,-0.0405
1301.TW,2020-12-21,0.116,True,False,0.0098,-0.1461,0.0943,-0.056
1301.TW,2021-01-07,0.116,True,False,-0.068,-0.1266,0.1226,0.0187
1301.TW,2021-02-17,0.3866,True,False,0.0447,0.0849,0.0239,0.089
1301.TW,2021-03-03,0.3866,True,False,0.0,0.0048,0.0198,0.0028
1301.TW,2021-03-29,0.2826,True,False,0.0443,0.0063,0.0148,0.0019
1301.TW,2021-04-09,0.2826,True,False,0.0291,0.0255,0.0291,0.0161
1301.TW,2021-04-27,0.6246,True,False,-0.0645,-0.0167,-0.0599,-0.0369
1301.TW,2021-05-05,0.6246,True,False,-0.0185,-0.0329,-0.0556,-0.0637
1301.TW,2021-05-25,0.6518,True,False,0.0098,-0.01,-0.0059,-0.0122
1301.TW,2021-05-28,0.6518,True,False,0.0148,0.0045,-0.0112,-0.0031
1301.TW,2021-06-10,0.6518,True,False,-0.019,-0.02,-0.0244,-0.0583
1301.TW,2021-06-25,0.8095,True,False,-0.024,-0.0317,0.0044,-0.0241
1301.TW,2021-06-29,0.8095,True,False,-0.0413,-0.0352,0.0093,0.0039
1301.TW,2021-07-01,0.8095,True,False,-0.0192,-0.0087,0.0979,0.0831
1301.TW,2021-07-16,0.5523,True,False,-0.022,0.0059,0.1319,0.1831
1301.TW,2021-08-02,0.5523,True,False,0.0049,-0.0067,0.0588,0.0643
1301.TW,2021-08-06,0.5523,True,False,-0.0195,-0.0418,0.0488,0.0646
1301.TW,2021-08-27,0.4217,True,False,0.1343,0.1282,0.0547,0.0377
1301.TW,2021-09-07,0.4217,True,False,0.1741,0.2203,0.0299,0.0309
1301.TW,2021-09-13,0.5838,True,False,0.1343,0.1958,0.0448,0.0409
1301.TW,2021-09-23,0.5838,True,False,0.0732,0.084,0.0049,-0.0234
1301.TW,2021-10-05,0.5838,True,False,-0.0652,-0.0927,-0.0826,-0.1804
1301.TW,2021-12-09,0.477,True,False,0.0048,-0.0276,0.0095,0.0581
1301.TW,2021-12-23,0.3465,True,False,0.0048,-0.0171,0.0191,0.0266
1301.TW,2022-01-03,0.3465,True,False,0.0,-0.001,0.0,0.0754
1301.TW,2022-01-05,0.3465,True,False,0.0047,0.0126,0.0,0.0756
1301.TW,2022-01-11,0.2785,True,False,-0.0047,-0.0005,-0.0047,0.0857
1301.TW,2022-01-20,0.2785,True,False,0.0047,0.042,-0.0279,0.1009
1301.TW,2022-02-07,0.2785,True,False,-0.028,0.0503,-0.014,0.096
1301.TW,2022-02-10,0.2785,True,False,0.0,0.0734,-0.0423,0.1015
1301.TW,2022-02-16,0.2457,True,False,0.0047,0.0601,-0.0329,0.106
1301.TW,2022-02-18,0.2457,True,False,0.0142,0.0634,-0.0283,0.116
1301.TW,2022-03-01,0.2457,True,False,-0.0231,0.0025,-0.0139,0.0926
1301.TW,2022-03-17,0.2581,True,False,-0.0234,0.0122,-0.0047,0.0954
1301.TW,2022-03-21,0.2581,True,False,-0.0093,0.0224,-0.0093,0.1086
1301.TW,2022-04-01,0.2581,True,False,-0.0047,0.0621,0.014,0.1685
1301.TW,2022-04-20,0.0582,True,False,-0.0329,0.0376,-0.1197,0.0096
1301.TW,2022-05-03,0.0582,True,False,-0.0094,-0.0251,-0.0788,-0.0064
1301.TW,2022-05-23,0.032,True,False,0.0333,0.055,-0.0267,-0.0217
1301.TW,2022-05-27,0.032,True,False,0.0282,0.0644,-0.0404,-0.014
1301.TW,2022-06-01,0.032,True,False,0.0188,0.1221,-0.0455,0.0167
1301.TW,2022-06-20,0.0205,True,False,-0.1138,-0.0825,-0.0906,-0.0766
1301.TW,2023-02-22,-0.3981,False,False,-0.0033,-0.0419,0.0164,-0.0295
1301.TW,2023-03-06,-0.3981,False,False,-0.0011,-0.0052,0.024,-0.0278
1301.TW,2023-03-22,-0.141,False,False,0.0231,0.0458,0.0187,-0.0611
1301.TW,2023-04-10,-0.141,False,False,0.0206,0.038,-0.0534,-0.1104
1301.TW,2023-04-24,-0.2401,False,False,0.0054,-0.0289,-0.0626,-0.1734
1301.TW,2023-04-26,-0.2401,False,False,-0.0043,-0.0641,-0.0798,-0.1918
1301.TW,2023-05-05,-0.2401,False,False,-0.0011,-0.077,-0.0594,-0.1743
1301.TW,2023-05-17,-0.3559,False,False,-0.0053,-0.0961,-0.0777,-0.1256
1301.TW,2023-05-24,-0.3559,False,False,-0.0117,-0.0853,-0.1062,-0.1324
1301.TW,2023-05-31,-0.3559,False,False,-0.0457,-0.0691,-0.1136,-0.1218
1301.TW,2023-06-02,-0.3559,False,False,-0.0528,-0.0863,-0.102,-0.1154
1301.TW,2023-06-09,-0.3559,False,False,-0.0824,-0.0934,-0.0958,-0.0961
1301.TW,2023-06-15,-0.3417,False,False,-0.0747,-0.0754,-0.0824,-0.0444
1303.TW,2018-01-03,0.1249,True,False,0.0243,-0.0175,0.0729,0.0533
1303.TW,2018-01-15,0.0971,True,False,-0.0707,-0.0365,0.0,0.0312
1303.TW,2018-01-25,0.0971,True,False,-0.0452,0.0076,0.0,0.0739
1303.TW,2018-02-26,0.2151,True,False,0.0349,0.0227,0.0747,0.0771
1303.TW,2018-03-06,0.2151,True,False,0.0252,0.0331,0.0895,0.0841
1303.TW,2018-03-09,0.2151,True,False,0.058,0.058,0.0958,0.0886
1303.TW,2018-03-16,0.048,True,False,0.0147,0.0421,0.0306,0.0562
1303.TW,2018-03-27,0.048,True,False,-0.0277,0.0227,0.0277,0.0601
1303.TW,2018-04-09,0.048,True,False,-0.006,0.0208,0.0552,0.0649
1303.TW,2018-04-19,0.1273,True,False,0.0418,0.0623,0.0708,0.0665
1303.TW,2018-05-02,0.1273,True,False,0.0265,0.0139,0.0773,-0.0022
1303.TW,2018-05-08,0.1273,True,False,0.0434,0.0122,0.0862,0.0004
1303.TW,2018-05-24,0.1501,True,False,-0.032,-0.0271,0.0121,-0.0222
1303.TW,2018-06-04,0.1501,True,False,0.0185,0.0361,0.0471,-0.0058
1303.TW,2018-06-26,0.221,True,False,0.0495,-0.0089,0.0495,-0.0176
1303.TW,2018-06-29,0.221,True,False,0.0241,-0.0368,0.0412,-0.034
1303.TW,2018-07-10,0.221,True,False,0.0121,-0.0335,0.0133,-0.0378
1303.TW,2018-07-18,0.1295,True,False,-0.0269,-0.0437,-0.09,-0.0619
1303.TW,2018-07-24,0.1295,True,False,-0.013,-0.0113,-0.0912,-0.0257
1303.TW,2018-07-30,0.1295,True,False,0.0071,0.0071,-0.1045,-0.0092
1303.TW,2018-08-08,0.1295,True,False,-0.0176,-0.0275,-0.0835,0.0035
1303.TW,2018-08-22,0.1249,True,False,0.0107,-0.007,-0.0703,0.0206
1303.TW,2018-08-31,0.1249,True,False,-0.0047,-0.0093,-0.1241,0.0012
1303.TW,2018-09-13,0.1409,True,False,-0.0957,-0.0281,-0.1418,-0.0182
1303.TW,2018-09-18,0.1409,True,False,-0.0912,-0.018,-0.1351,-0.0285
1303.TW,2018-09-21,0.1409,True,False,-0.1205,-0.0157,-0.1404,-0.0074
1303.TW,2018-09-27,0.1409,True,False,-0.1165,0.0203,-0.1282,0.0109
1303.TW,2018-11-19,0.0556,True,False,-0.0698,-0.06,-0.033,-0.0674
1303.TW,2019-05-02,-0.1408,False,False,-0.0152,0.0523,-0.0305,-0.0421
1303.TW,2019-06-18,-0.1751,False,False,-0.0268,-0.0832,-0.058,-0.1305
1303.TW,2019-06-21,-0.1751,False,False,-0.0253,-0.0607,-0.0457,-0.1053
1303.TW,2019-10-17,-0.1767,False,False,-0.0028,-0.0397,0.0098,-0.094
1303.TW,2019-10-21,-0.1767,False,False,0.0098,-0.0476,0.0267,-0.0956
1303.TW,2019-10-24,-0.1767,False,False,-0.0153,-0.0569,0.0125,-0.0832
1303.TW,2019-10-30,-0.1767,False,False,0.0055,-0.0317,-0.0499,-0.0732
1303.TW,2019-11-27,-0.1204,False,False,0.0069,-0.0376,-0.0662,-0.0477
1303.TW,2019-12-04,-0.1204,False,False,0.0111,-0.0537,-0.078,-0.0497
1303.TW,2019-12-12,-0.0723,False,False,-0.0014,-0.0165,-0.2722,-0.0564
1303.TW,2019-12-27,-0.0723,False,False,-0.0587,-0.0159,-0.2445,-0.0563
1303.TW,2020-01-03,-0.0723,False,False,-0.0437,-0.0138,-0.2022,-0.0407
1303.TW,2020-01-13,-0.0348,False,False,-0.0301,-0.0005,-0.1822,-0.0567
1303.TW,2020-01-16,-0.0348,False,False,-0.0549,-0.011,-0.2112,-0.0697
1303.TW,2020-11-10,0.0122,True,True,0.0667,-0.0542,0.0921,-0.1897
1303.TW,2020-11-26,0.0223,True,False,0.0517,0.0173,0.1368,-0.0678
1303.TW,2020-12-01,0.0223,True,False,0.0667,0.0177,0.1136,-0.065
1303.TW,2020-12-10,0.0223,True,False,0.0723,-0.034,0.1268,-0.0294
1303.TW,2020-12-16,0.1177,True,False,0.0801,-0.0441,0.1048,-0.0399
1303.TW,2020-12-21,0.1177,True,False,0.0331,-0.1227,0.1138,-0.0364
1303.TW,2020-12-24,0.1177,True,False,0.0,-0.1822,0.1532,-0.0058
1303.TW,2021-01-07,0.1177,True,False,-0.0364,-0.095,0.2573,0.1535
1303.TW,2021-02-17,0.3152,True,False,0.0943,0.1345,0.1686,0.2337
1303.TW,2021-03-03,0.3152,True,False,0.0668,0.0716,0.1364,0.1194
1303.TW,2021-03-10,0.3152,True,False,0.1461,0.1063,0.1394,0.1045
1303.TW,2021-03-22,0.2996,True,False,0.1806,0.1469,0.0654,0.0557
1303.TW,2021-03-25,0.2996,True,False,0.2,0.1295,0.085,0.049
1303.TW,2021-04-27,0.4787,True,False,-0.0926,-0.0448,-0.0436,-0.0206
1303.TW,2021-05-06,0.4787,True,False,-0.0301,-0.0349,-0.0011,0.0029
1303.TW,2021-05-10,0.4787,True,False,-0.0382,-0.0299,0.0218,0.0192
1303.TW,2021-05-31,0.7101,True,False,-0.013,-0.0167,0.0348,0.0494
1303.TW,2021-06-10,0.7101,True,False,0.0058,0.0047,0.0551,0.0212
1303.TW,2021-07-02,0.7759,True,False,0.0591,0.0729,0.1298,0.1221
1303.TW,2021-07-09,0.7759,True,False,0.0537,0.0435,0.0597,0.0921
1303.TW,2021-07-13,0.6638,True,False,0.0299,0.0452,0.0737,0.1055
1303.TW,2021-07-22,0.6638,True,False,-0.0158,0.0267,0.0416,0.0467
1303.TW,2021-07-28,0.6638,True,False,-0.0012,-0.0146,0.034,0.018
1303.TW,2021-08-06,0.6638,True,False,-0.0045,-0.0269,-0.0419,-0.026
1303.TW,2021-08-30,0.6916,True,False,0.0365,0.0616,-0.0148,-0.0217
1303.TW,2021-09-10,0.6916,True,False,0.0114,0.0787,-0.0375,-0.0404
1303.TW,2021-09-24,0.6849,True,False,-0.034,-0.0107,-0.0821,-0.0893
1303.TW,2021-10-07,0.6849,True,False,-0.0639,-0.0843,-0.0485,-0.1302
1303.TW,2021-11-24,0.5139,True,False,-0.0185,-0.0281,0.0417,0.0201
1303.TW,2021-12-17,0.3701,True,False,0.038,-0.0332,0.0961,0.1022
1303.TW,2021-12-21,0.3701,True,False,0.0355,-0.0113,0.0924,0.1076
1303.TW,2022-01-03,0.3701,True,False,0.0336,0.0326,0.0672,0.1427
1303.TW,2022-02-07,0.2193,True,False,-0.0324,0.046,-0.0324,0.0776
1303.TW,2022-02-16,0.2017,True,False,0.0349,0.0903,-0.0845,0.0544
1303.TW,2022-03-01,0.2017,True,False,0.0278,0.0534,-0.0856,0.0209
1303.TW,2022-03-10,0.2017,True,False,0.0279,0.0565,-0.0569,-0.0015
1303.TW,2022-03-21,0.1474,True,False,-0.0369,-0.0052,-0.0988,0.0191
1303.TW,2022-03-29,0.1474,True,False,-0.0757,-0.0044,-0.0843,0.0319
1303.TW,2022-04-08,0.1474,True,False,-0.0931,-0.0188,-0.137,0.038
1303.TW,2022-11-22,-0.289,False,False,-0.0726,-0.0334,-0.0145,-0.0775
1303.TW,2022-11-29,-0.289,False,False,-0.0652,-0.0323,-0.0078,-0.0738
1303.TW,2023-01-09,-0.3008,False,False,0.008,-0.0542,0.0294,-0.0205
1303.TW,2023-01-16,-0.3069,False,False,0.0187,-0.015,0.0402,0.0358
1303.TW,2023-02-07,-0.3069,False,False,-0.0093,-0.0194,0.0292,0.0393
1303.TW,2023-02-13,-0.4247,False,False,-0.0106,0.0155,0.0465,0.0643
1303.TW,2023-02-16,-0.4247,False,False,0.0,0.0183,0.069,0.0507
1303.TW,2023-03-06,-0.4247,False,False,0.0211,0.017,0.0317,-0.0202
1303.TW,2023-03-17,-0.2676,False,False,0.0065,0.0057,0.0379,-0.071
1303.TW,2023-04-10,-0.2676,False,False,0.0103,0.0277,-0.0728,-0.1299
1303.TW,2023-04-18,-0.3611,False,False,0.0257,0.0207,-0.0485,-0.151
1303.TW,2023-04-21,-0.3611,False,False,0.0359,0.0047,-0.0605,-0.162
1303.TW,2023-04-26,-0.3611,False,False,0.0205,-0.0393,-0.0657,-0.1778
1303.TW,2023-04-28,-0.3611,False,False,0.0051,-0.0745,-0.0657,-0.1763
1303.TW,2023-05-08,-0.3611,False,False,0.0129,-0.0529,-0.0661,-0.1603
1303.TW,2023-05-16,-0.2809,False,False,0.0051,-0.1041,-0.0805,-0.161
1303.TW,2023-06-06,-0.2809,False,False,-0.0904,-0.0999,-0.1154,-0.1236
1303.TW,2023-06-16,-0.3129,False,False,-0.0889,-0.0904,-0.1123,-0.078
1303.TW,2023-08-01,-0.3845,False,False,-0.0453,-0.0233,-0.1317,-0.0742
1308.TW,2018-01-08,-0.0367,False,False,-0.0466,-0.0663,-0.0622,-0.066
1308.TW,2018-03-16,-0.2638,False,False,-0.0327,-0.0053,-0.0245,0.0011
1308.TW,2018-07-30,-0.1287,False,False,-0.0205,-0.0205,-0.173,-0.0778
1308.TW,2018-08-08,-0.1287,False,False,-0.0319,-0.0418,-0.1884,-0.1013
1308.TW,2019-07-25,0.0264,True,True,0.1053,0.1387,0.0842,0.0245
1308.TW,2019-08-08,0.0264,True,True,0.037,0.0017,0.0976,-0.0499
1308.TW,2019-08-15,0.0616,True,False,0.0201,-0.0429,0.0401,-0.111
1308.TW,2019-09-02,0.0616,True,False,-0.0514,-0.0869,0.0,-0.1239
1308.TW,2019-10-16,0.1707,True,False,0.0528,0.0148,0.0264,-0.0741
1308.TW,2019-11-01,0.1707,True,False,0.0064,-0.0091,-0.0865,-0.1276
1308.TW,2019-12-10,-0.0402,False,False,-0.0064,-0.0349,-0.1278,0.014
1308.TW,2020-01-03,-0.1263,False,False,-0.1156,-0.0857,-0.0687,0.0928
1308.TW,2020-03-06,-0.3813,False,False,-0.04,0.0715,0.2233,0.2409
1308.TW,2020-03-10,-0.3813,False,False,-0.0133,0.0684,0.24,0.2162
1308.TW,2020-04-08,-0.0981,False,False,0.1886,0.1352,0.3064,0.1236
1308.TW,2020-04-22,-0.1834,False,False,0.1689,0.1205,0.2881,0.084
1308.TW,2020-05-19,-0.3038,False,False,0.0871,0.0275,0.0361,-0.2155
1308.TW,2020-05-27,-0.3038,False,False,0.1023,0.0353,0.1034,-0.1242
1308.TW,2020-06-01,-0.3038,False,False,0.0852,0.0193,0.1465,-0.0909
1308.TW,2020-06-16,-0.1269,False,False,0.0155,-0.0655,0.1185,-0.0508
1308.TW,2020-07-06,-0.1269,False,False,-0.0549,-0.1462,0.001,-0.0935
1308.TW,2020-07-13,-0.1338,False,False,-0.0452,-0.1526,0.0018,-0.0972
1308.TW,2020-07-21,-0.1338,False,False,0.0349,-0.0289,-0.0011,-0.0675
1308.TW,2020-08-14,-0.2206,False,False,0.085,0.0969,0.1501,0.1095
1308.TW,2020-08-24,-0.2206,False,False,0.0712,0.0581,0.0411,-0.0661
1308.TW,2020-09-07,-0.2206,False,False,-0.0742,-0.0976,-0.023,-0.15
1308.TW,2020-09-17,-0.2282,False,False,-0.131,-0.1366,-0.0762,-0.1867
1308.TW,2020-10-20,-0.1584,False,False,0.0438,-0.0279,0.1753,-0.1011
1308.TW,2020-11-09,-0.1584,False,False,-0.0128,-0.1081,0.0308,-0.2401
1308.TW,2020-11-23,-0.2132,False,False,0.0205,-0.0133,0.1538,-0.0635
1308.TW,2020-12-04,-0.2132,False,False,0.1031,0.043,0.2294,0.056
1308.TW,2020-12-09,-0.2132,False,False,0.1208,0.0471,0.1671,0.0151
1308.TW,2020-12-14,0.005,True,True,0.0914,-0.0258,0.1726,0.0251
1308.TW,2020-12-16,0.005,True,True,0.0972,-0.0269,0.1995,0.0547
1308.TW,2020-12-21,0.005,True,True,-0.0251,-0.181,0.2286,0.0784
1308.TW,2021-02-02,0.1506,True,False,0.1816,0.1756,0.291,0.3427
1308.TW,2021-02-17,0.7024,True,False,0.1314,0.1716,0.3066,0.3717
1308.TW,2021-03-03,0.7024,True,False,0.0933,0.0981,0.4556,0.4386
1308.TW,2021-03-23,0.2077,True,False,0.2687,0.2271,0.4179,0.4086
1308.TW,2021-04-07,0.2077,True,False,0.2623,0.2685,0.4872,0.4836
1308.TW,2021-04-26,0.3595,True,False,-0.0145,0.0336,0.1516,0.181
1308.TW,2021-05-25,0.8491,True,False,0.0884,0.0687,0.1588,0.1525
1308.TW,2021-05-28,0.8491,True,False,0.1137,0.1034,0.1318,0.1399
1308.TW,2021-06-17,0.5644,True,False,0.153,0.1277,0.1444,0.1273
1308.TW,2021-06-22,0.5644,True,False,0.1128,0.0954,0.2278,0.1751
1308.TW,2021-06-30,0.5644,True,False,0.0029,0.0342,0.3925,0.3849
1308.TW,2021-07-15,0.7588,True,False,-0.0368,-0.0051,0.267,0.3277
1308.TW,2021-07-23,0.7588,True,False,-0.1175,-0.0674,0.1887,0.1963
1308.TW,2021-08-02,0.7588,True,False,0.0135,0.0019,0.1091,0.1145
1308.TW,2021-08-24,0.9005,True,False,0.3138,0.2897,0.0976,0.0378
1308.TW,2021-09-03,0.9005,True,False,0.3069,0.37,0.0444,0.0557
1308.TW,2021-09-07,0.9005,True,False,0.3405,0.3866,0.0121,0.0131
1308.TW,2021-09-10,0.9005,True,False,0.1968,0.2641,0.0226,0.0198
1308.TW,2021-10-05,0.9326,True,False,-0.1626,-0.19,-0.2094,-0.3071
1308.TW,2021-11-10,0.8031,True,False,-0.0611,-0.0742,-0.1099,-0.1478
1308.TW,2021-12-08,1.0557,True,False,-0.0715,-0.1105,-0.0312,0.0237
1308.TW,2021-12-29,0.8276,True,False,-0.0121,-0.0085,-0.0081,0.0551
1308.TW,2022-01-07,0.8276,True,False,-0.0268,-0.0171,-0.0201,0.058
1308.TW,2022-02-07,0.3433,True,False,-0.0422,0.0362,-0.1088,0.0011
1308.TW,2022-02-21,0.1621,True,False,0.0432,0.0919,-0.2135,-0.0803
1308.TW,2022-02-23,0.1621,True,False,0.0323,0.0622,-0.2305,-0.0986
1308.TW,2022-03-01,0.1621,True,False,-0.0027,0.023,-0.234,-0.1276
1308.TW,2022-03-10,0.1621,True,False,-0.0463,-0.0177,-0.2196,-0.1642
1308.TW,2022-03-17,0.2862,True,False,-0.0537,-0.0182,-0.2031,-0.1031
1308.TW,2022-04-21,0.0507,True,False,-0.2198,-0.1588,-0.248,-0.1219
1308.TW,2022-04-28,0.0507,True,False,-0.2185,-0.2059,-0.2008,-0.1335
1308.TW,2022-12-01,-0.0674,False,False,-0.0274,0.0473,-0.0154,-0.0375
1308.TW,2022-12-27,-0.2461,False,False,0.0261,-0.0665,0.0574,-0.0512
1308.TW,2023-01-09,-0.2461,False,False,-0.007,-0.0692,-0.0227,-0.0726
1308.TW,2023-01-30,-0.0954,False,False,-0.0205,-0.0093,-0.0597,-0.0349
1308.TW,2023-02-01,-0.0954,False,False,-0.0119,-0.0149,-0.0956,-0.083
1308.TW,2023-02-06,-0.0954,False,False,-0.0085,-0.0173,-0.1102,-0.1072
1308.TW,2023-02-20,-0.402,False,False,0.0,-0.016,-0.0895,-0.1164
1308.TW,2023-03-02,-0.402,False,False,-0.0086,-0.0249,-0.1134,-0.1713
1308.TW,2023-03-08,-0.402,False,False,0.0393,0.0335,-0.0957,-0.1489
1308.TW,2023-03-17,-0.1532,False,False,-0.0207,-0.0215,-0.0914,-0.2002
1308.TW,2023-03-29,-0.1532,False,False,-0.05,-0.026,-0.081,-0.1511
1308.TW,2023-04-06,-0.1532,False,False,-0.0983,-0.0719,-0.0915,-0.1742
1308.TW,2023-04-12,-0.2312,False,False,-0.1331,-0.1082,-0.1298,-0.187
1308.TW,2023-08-02,-0.3915,False,False,-0.0344,-0.0175,-0.1011,-0.0487
1319.TW,2018-01-05,0.0704,True,True,-0.0823,-0.1222,-0.0635,-0.0739
1319.TW,2019-04-16,-0.1301,False,False,-0.0023,0.0263,0.1033,0.0942
1319.TW,2019-04-25,-0.1301,False,False,-0.0295,0.0431,0.0816,0.0731
1319.TW,2019-04-30,-0.1301,False,False,-0.0091,0.064,0.0699,0.0492
1319.TW,2019-05-28,-0.0321,False,False,0.0172,-0.025,0.0726,0.0143
1319.TW,2019-06-18,-0.1337,False,False,0.0953,0.0389,0.1648,0.0923
1319.TW,2019-07-09,-0.1337,False,False,0.0062,0.015,0.0575,0.0001
1319.TW,2019-07-26,-0.1008,False,False,-0.0336,0.0097,0.0184,-0.0531
1319.TW,2019-08-21,0.0255,True,True,0.0849,0.0405,0.0212,-0.1286
1319.TW,2019-08-28,0.0255,True,True,0.0229,-0.0293,-0.0327,-0.1919
1319.TW,2019-09-11,-0.0421,False,False,-0.0167,-0.0677,-0.0471,-0.1615
1319.TW,2019-10-22,-0.101,False,False,-0.0286,-0.0838,-0.0297,-0.13
1319.TW,2019-10-24,-0.101,False,False,-0.0591,-0.1007,-0.0363,-0.132
1319.TW,2019-10-30,-0.101,False,False,-0.0683,-0.1056,-0.1408,-0.1641
1319.TW,2019-11-11,-0.0219,False,False,-0.0255,-0.0529,-0.1158,-0.167
1319.TW,2019-12-09,-0.0219,False,False,0.0098,-0.0163,-0.2737,-0.1667
1319.TW,2019-12-18,0.0766,True,True,-0.0053,0.0038,-0.3819,-0.1626
1319.TW,2019-12-25,0.0766,True,True,-0.1298,-0.0743,-0.3191,-0.1268
1319.TW,2019-12-27,0.0766,True,True,-0.1194,-0.0766,-0.3038,-0.1156
1319.TW,2020-01-16,0.0994,True,False,-0.1294,-0.0855,-0.2749,-0.1333
1319.TW,2020-09-01,-0.1994,False,False,-0.0854,-0.0776,-0.014,-0.1233
1319.TW,2020-09-03,-0.1994,False,False,-0.0624,-0.06,0.0013,-0.1052
1319.TW,2020-10-19,-0.0263,False,False,-0.0026,-0.0608,0.0078,-0.2314
1319.TW,2020-11-05,-0.0263,False,False,-0.0077,-0.0959,-0.0784,-0.3136
1319.TW,2020-11-10,-0.0263,False,False,-0.009,-0.1299,-0.089,-0.3708
1319.TW,2020-11-18,-0.1765,False,False,-0.0116,-0.0544,-0.0631,-0.3033
1319.TW,2020-11-20,-0.1765,False,False,-0.0091,-0.0459,-0.057,-0.28
1319.TW,2020-11-26,-0.1765,False,False,-0.0168,-0.0512,-0.0594,-0.2641
1319.TW,2020-12-28,-0.2368,False,False,-0.1005,-0.2317,-0.0812,-0.2545
1319.TW,2021-01-11,-0.1717,False,False,-0.109,-0.1945,0.0101,-0.0653
1319.TW,2021-01-13,-0.1717,False,False,-0.1027,-0.1513,-0.038,-0.0795
1319.TW,2021-02-22,-0.0467,False,False,0.0055,0.043,-0.1264,-0.0785
1319.TW,2021-03-09,-0.0467,False,False,-0.0137,-0.064,-0.0549,-0.1002
1319.TW,2021-03-16,-0.1737,False,False,0.0476,0.0188,-0.0653,-0.0912
1319.TW,2021-04-16,0.048,True,True,-0.1948,-0.1032,-0.0421,-0.0485
1319.TW,2021-04-27,0.048,True,True,-0.1645,-0.1167,-0.0362,-0.0132
1319.TW,2021-06-30,0.3511,True,False,0.0332,0.0646,-0.0499,-0.0575
1319.TW,2021-07-08,0.3511,True,False,0.0,-0.0036,-0.0807,-0.0421
1319.TW,2021-07-15,0.2742,True,False,-0.0306,0.0012,-0.0861,-0.0254
