symbol,date,yoy,yoy_positive,turned_positive,fwd20,excess20,fwd60,excess60
1795.TW,2024-02-26,-0.006,False,False,-0.0017,-0.0965,-0.046,-0.2311
1795.TW,2024-03-05,-0.006,False,False,0.0543,-0.0233,-0.0357,-0.1561
1795.TW,2024-03-22,-0.0313,False,False,0.1109,0.1446,0.0017,-0.2053
1795.TW,2024-04-29,-0.1955,False,False,-0.1474,-0.2381,-0.1353,-0.2682
1795.TW,2024-06-03,0.0293,True,True,0.0779,-0.0153,-0.0065,-0.0765
1795.TW,2024-06-07,0.0293,True,True,0.0674,-0.0773,-0.0363,-0.0321
1795.TW,2024-06-13,0.1749,True,False,-0.0225,-0.1555,0.0041,0.0377
1795.TW,2024-06-18,0.1749,True,False,-0.0172,-0.0983,-0.0307,-0.01
1795.TW,2024-06-25,0.1749,True,False,-0.0138,-0.032,-0.0573,-0.0545
1795.TW,2024-07-08,0.1749,True,False,-0.1581,-0.0428,-0.135,-0.0909
1795.TW,2024-08-12,0.1897,True,False,0.0421,0.0758,0.0623,-0.056
1795.TW,2024-08-27,0.1897,True,False,-0.0491,-0.0896,-0.007,-0.0591
1795.TW,2024-08-30,0.1897,True,False,-0.0836,-0.098,0.0157,-0.0169
1795.TW,2024-09-09,0.1897,True,False,-0.1107,-0.2275,-0.0281,-0.1673
1802.TW,2018-01-05,0.0808,True,False,-0.1332,-0.1731,-0.1196,-0.1301
1802.TW,2018-03-13,-0.2141,False,False,0.1017,0.1305,0.0056,0.0327
1802.TW,2018-03-19,-0.2141,False,False,0.1183,0.1326,-0.0056,0.017
1802.TW,2018-03-30,-0.2141,False,False,0.0881,0.14,-0.0227,-0.0058
1802.TW,2018-04-18,0.2165,True,True,-0.0379,-0.033,-0.1521,-0.1736
1802.TW,2018-04-30,0.2165,True,True,-0.098,-0.1211,-0.1434,-0.2116
1802.TW,2018-05-14,0.0793,True,False,-0.0941,-0.096,-0.1273,-0.1723
1802.TW,2020-06-10,-0.11,False,False,-0.0959,-0.1423,0.1982,0.0561
1802.TW,2020-07-22,-0.0307,False,False,0.0888,0.0352,0.1916,0.1143
1802.TW,2020-08-11,-0.0005,False,False,0.1166,0.1338,0.2152,0.1971
1802.TW,2020-08-14,-0.0005,False,False,0.2322,0.2442,0.3839,0.3432
1802.TW,2020-08-18,-0.0005,False,False,0.1342,0.1347,0.2121,0.1716
1802.TW,2020-08-26,-0.0005,False,False,0.1435,0.1564,0.417,0.3101
1802.TW,2020-09-03,-0.0005,False,False,-0.004,-0.0016,0.4008,0.2943
1802.TW,2020-09-10,-0.0005,False,False,-0.0627,-0.1005,0.3137,0.1504
1802.TW,2020-09-17,0.163,True,True,-0.0448,-0.0505,0.3172,0.2066
1802.TW,2020-10-12,0.0782,True,False,0.0615,0.0517,0.5846,0.4207
1802.TW,2020-10-21,0.0782,True,False,0.1731,0.0938,0.3923,0.1271
1802.TW,2020-10-26,0.0782,True,False,0.2154,0.1273,0.3538,0.0537
1802.TW,2020-11-03,0.0782,True,False,0.3359,0.2432,0.2934,-0.0063
1802.TW,2020-11-16,0.0976,True,False,0.2474,0.1991,0.2683,-0.0031
1802.TW,2020-11-25,0.0976,True,False,0.1473,0.1105,0.2038,0.0071
1802.TW,2020-12-04,0.0976,True,False,0.1658,0.1057,0.0788,-0.0946
1802.TW,2020-12-14,0.2165,True,False,-0.0251,-0.1423,0.0698,-0.0777
1802.TW,2020-12-16,0.2165,True,False,-0.0398,-0.1639,0.0159,-0.1288
1802.TW,2020-12-28,0.2165,True,False,-0.0885,-0.2197,0.1689,-0.0045
1802.TW,2020-12-31,0.2165,True,False,-0.1821,-0.2536,0.1436,-0.0027
1802.TW,2021-02-17,0.716,True,False,0.1011,0.1413,0.6573,0.7224
1802.TW,2021-03-03,0.716,True,False,-0.0197,-0.0149,0.6626,0.6456
1802.TW,2021-03-08,0.716,True,False,0.1061,0.0575,0.8561,0.8174
1802.TW,2021-03-11,0.6583,True,False,0.1259,0.1078,0.7355,0.7296
1802.TW,2021-03-29,0.6583,True,False,0.7226,0.6846,0.7913,0.7784
1802.TW,2021-05-06,0.6125,True,False,0.0475,0.0427,0.1085,0.1125
1802.TW,2021-05-28,0.677,True,False,0.0847,0.0744,0.0764,0.0846
1802.TW,2021-06-25,0.6358,True,False,0.2334,0.2257,-0.0739,-0.1024
1802.TW,2021-06-30,0.6358,True,False,0.0056,0.0369,-0.1782,-0.1858
1802.TW,2021-07-06,0.6358,True,False,-0.0166,-0.0099,-0.2565,-0.2397
1802.TW,2021-07-13,0.4961,True,False,-0.0681,-0.0528,-0.3141,-0.2823
1802.TW,2021-08-30,0.4385,True,False,-0.2112,-0.1861,-0.2935,-0.3003
1802.TW,2021-10-21,0.1532,True,False,-0.0525,-0.0992,-0.1278,-0.2322
1802.TW,2021-11-05,0.1532,True,False,-0.0432,-0.0697,-0.1333,-0.1945
1802.TW,2021-11-11,0.105,True,False,-0.074,-0.0938,-0.2255,-0.268
1802.TW,2022-10-28,-0.2489,False,False,0.146,-0.0479,0.1363,-0.1295
1802.TW,2022-11-01,-0.2489,False,False,0.1119,-0.0467,0.0952,-0.129
1802.TW,2022-11-04,-0.2489,False,False,0.1116,-0.075,0.0651,-0.1855
1802.TW,2022-11-18,-0.1818,False,False,0.0384,0.0493,0.0043,-0.0643
1802.TW,2022-12-02,-0.1818,False,False,-0.1109,-0.0504,-0.1151,-0.1506
1802.TW,2022-12-06,-0.1818,False,False,-0.1025,-0.0609,-0.1192,-0.1622
1802.TW,2022-12-14,-0.1567,False,False,-0.0976,-0.1068,-0.1793,-0.2646
1802.TW,2023-01-10,-0.1567,False,False,0.0448,0.0003,-0.0807,-0.1239
1802.TW,2023-01-17,-0.1925,False,False,0.0399,0.0113,-0.0998,-0.1162
1802.TW,2023-02-14,-0.2795,False,False,-0.1188,-0.081,-0.1793,-0.1702
1802.TW,2023-02-23,-0.2795,False,False,-0.121,-0.1382,-0.2229,-0.2778
1802.TW,2023-04-14,0.0641,True,True,-0.1092,-0.0806,-0.1311,-0.204
1802.TW,2023-04-19,0.0641,True,True,-0.0993,-0.1253,-0.1442,-0.253
1802.TW,2023-06-16,-0.1033,False,False,-0.1144,-0.1159,-0.0249,0.0095
1802.TW,2023-06-26,-0.1033,False,False,-0.1318,-0.1269,-0.005,0.014
1802.TW,2023-07-31,-0.0539,False,False,-0.1319,-0.1106,-0.1366,-0.0861
1802.TW,2023-09-01,0.0489,True,True,-0.0993,-0.0862,-0.127,-0.1687
1802.TW,2024-06-03,-0.0864,False,False,-0.0184,-0.1116,-0.1444,-0.2144
1802.TW,2024-06-14,-0.008,False,False,0.0079,-0.0829,-0.1974,-0.1598
1802.TW,2024-07-05,-0.008,False,False,-0.2041,-0.0819,-0.0129,0.0249
1802.TW,2024-09-30,-0.2069,False,False,0.0508,0.0152,-0.107,-0.1882
2006.TW,2018-03-27,-0.1041,False,False,0.002,0.0524,-0.0305,0.0018
2006.TW,2018-05-11,0.4143,True,False,-0.0202,-0.0318,-0.0324,-0.0915
2006.TW,2018-09-27,0.5454,True,False,-0.1128,0.024,-0.1979,-0.0588
2006.TW,2019-04-09,0.3894,True,False,0.0251,0.011,0.0479,0.0406
2006.TW,2019-04-19,0.2949,True,False,0.0045,0.0601,0.0702,0.0636
2006.TW,2019-04-29,0.2949,True,False,-0.0023,0.0666,0.0366,0.0189
2006.TW,2019-05-14,0.0041,True,False,0.0112,0.0106,0.0085,-0.0007
2006.TW,2019-05-21,0.0041,True,False,0.0291,-0.0009,-0.0078,-0.0292
2006.TW,2019-05-24,0.0041,True,False,0.0424,-0.0074,-0.0218,-0.0779
2006.TW,2019-06-04,0.0041,True,False,0.0337,-0.0105,-0.027,-0.0679
2006.TW,2019-06-27,0.345,True,False,-0.0213,-0.0583,-0.0213,-0.0688
2006.TW,2019-07-08,0.345,True,False,-0.0558,-0.0464,-0.0103,-0.0627
2006.TW,2019-08-08,0.1544,True,False,-0.0207,-0.0561,0.0023,-0.1452
2006.TW,2019-09-05,-0.013,False,False,0.0213,-0.0209,0.0709,-0.0484
2006.TW,2019-09-16,-0.0996,False,False,0.0024,-0.0421,0.0733,-0.0624
2006.TW,2019-10-01,-0.0996,False,False,0.0,-0.0483,0.0579,-0.0748
2006.TW,2019-10-18,0.0081,True,True,-0.0337,-0.0832,0.0427,-0.0716
2006.TW,2019-10-31,0.0081,True,True,0.044,0.0124,0.0556,0.0173
2006.TW,2019-11-05,0.0081,True,True,0.0509,0.0601,0.0556,0.042
2006.TW,2019-11-13,0.1022,True,False,0.0439,0.0187,0.0416,-0.0005
2006.TW,2019-11-18,0.1022,True,False,0.0552,0.0127,0.0414,0.0222
2006.TW,2019-11-25,0.1022,True,False,0.0318,-0.0173,0.0227,0.0343
2006.TW,2019-12-12,0.2448,True,False,0.0198,0.0047,-0.0617,0.1541
2006.TW,2019-12-24,0.2448,True,False,-0.0153,0.0292,-0.0611,0.1332
2006.TW,2019-12-27,0.2448,True,False,-0.0087,0.0341,-0.0654,0.1229
2006.TW,2020-01-13,0.0446,True,False,-0.0172,0.0124,-0.0453,0.0803
2006.TW,2020-01-20,0.0446,True,False,-0.0323,0.0224,-0.0387,0.0889
2006.TW,2020-03-02,-0.2987,False,False,-0.0529,0.0788,0.0639,0.1039
2006.TW,2020-04-10,0.0251,True,True,0.0547,-0.0178,0.0998,-0.1
2006.TW,2020-04-24,-0.1786,False,False,0.0864,0.0542,0.131,-0.101
2006.TW,2020-05-05,-0.1786,False,False,0.0611,0.0384,0.0889,-0.1678
2006.TW,2020-05-13,-0.038,False,False,0.0452,-0.0278,0.0839,-0.1665
2006.TW,2020-05-15,-0.038,False,False,0.0244,-0.028,0.1253,-0.1336
2006.TW,2020-06-01,-0.038,False,False,-0.0112,-0.0771,0.1157,-0.1217
2006.TW,2020-07-01,-0.2361,False,False,0.042,-0.0993,0.3009,0.1551
2006.TW,2020-07-15,-0.129,False,False,0.0719,0.0003,0.2397,0.1286
2006.TW,2020-07-30,-0.129,False,False,0.0828,0.078,0.2696,0.2557
2006.TW,2020-08-10,-0.129,False,False,0.2277,0.258,0.2567,0.2525
2006.TW,2020-08-24,-0.0073,False,False,0.1693,0.1562,0.2382,0.131
2006.TW,2020-09-16,-0.1154,False,False,-0.0556,-0.056,0.1095,-0.0003
2006.TW,2020-10-16,0.0674,True,True,0.0444,0.0064,0.2628,0.0058
2006.TW,2020-10-21,0.0674,True,True,0.0978,0.0185,0.2213,-0.044
2006.TW,2020-11-04,0.0674,True,True,0.0939,0.0068,0.0577,-0.1971
2006.TW,2020-11-16,0.0599,True,False,0.1005,0.0522,0.1199,-0.1514
2006.TW,2020-11-23,0.0599,True,False,0.2028,0.169,0.1305,-0.0869
2006.TW,2020-11-25,0.0599,True,False,0.1656,0.1288,0.1234,-0.0732
2006.TW,2020-12-08,0.0599,True,False,0.1084,0.0593,0.1672,0.019
2006.TW,2020-12-11,0.1051,True,False,0.0947,-0.0194,0.1568,-0.004
2006.TW,2020-12-29,0.1051,True,False,-0.1217,-0.2555,0.3422,0.1641
2006.TW,2021-01-04,0.1051,True,False,-0.1367,-0.2111,0.3775,0.2506
2006.TW,2021-02-17,0.7257,True,False,0.1777,0.2179,0.5482,0.6133
2006.TW,2021-03-18,0.0051,True,False,0.491,0.4588,0.2302,0.205
2006.TW,2021-03-26,0.0051,True,False,0.3448,0.2998,0.1082,0.0889
2006.TW,2021-05-10,0.3384,True,False,-0.1684,-0.16,-0.1858,-0.1884
2006.TW,2021-06-02,0.4665,True,False,0.0104,0.0061,-0.1408,-0.1382
2006.TW,2021-06-22,0.5494,True,False,0.0312,0.0138,-0.0773,-0.13
2006.TW,2021-06-28,0.5494,True,False,-0.0284,-0.0255,-0.1836,-0.1861
2006.TW,2021-07-08,0.5494,True,False,-0.1679,-0.1715,-0.2984,-0.2598
2006.TW,2021-08-31,0.403,True,False,-0.0764,-0.0529,-0.0202,-0.0045
2006.TW,2021-09-13,0.4409,True,False,-0.1246,-0.0631,-0.0704,-0.0743
2006.TW,2021-11-12,0.3529,True,False,-0.0347,-0.0508,0.1003,0.0439
2006.TW,2021-11-22,0.3529,True,False,0.0843,0.0969,0.0575,0.0617
2006.TW,2021-12-17,0.3177,True,False,-0.0045,-0.0757,0.209,0.2151
2006.TW,2022-01-17,0.1743,True,False,0.033,0.0766,0.0646,0.1956
2006.TW,2022-02-07,0.1743,True,False,-0.0389,0.0395,-0.068,0.0419
2006.TW,2022-03-01,0.0674,True,False,0.0812,0.1068,-0.0213,0.0852
2006.TW,2022-03-10,0.0674,True,False,0.0152,0.0438,0.0392,0.0946
2006.TW,2022-04-19,0.2264,True,False,-0.1561,-0.1084,-0.2989,-0.1625
2006.TW,2022-05-26,0.1256,True,False,-0.1494,-0.1108,-0.1367,-0.1434
2006.TW,2023-01-31,-0.0432,False,False,0.0727,0.0646,0.0448,0.0541
2006.TW,2023-02-03,-0.0432,False,False,0.0972,0.0947,0.0484,0.0686
2006.TW,2023-02-21,-0.2933,False,False,0.0716,0.0472,0.065,0.0427
2006.TW,2023-02-23,-0.2933,False,False,0.0415,0.0243,0.0356,-0.0192
2006.TW,2023-03-17,0.1063,True,True,0.0007,-0.0002,-0.0314,-0.1402
2006.TW,2023-04-11,-0.0866,False,False,-0.0069,0.0184,-0.0086,-0.0653
2006.TW,2023-05-16,-0.1311,False,False,-0.0104,-0.1196,0.0469,-0.0336
2006.TW,2023-05-24,-0.1311,False,False,0.0313,-0.0423,0.0383,0.012
2006.TW,2023-06-05,-0.1311,False,False,0.0385,0.0033,0.049,0.0397
2006.TW,2023-06-15,0.087,True,True,-0.0157,-0.0164,0.0626,0.1007
2006.TW,2023-06-30,0.087,True,True,-0.0521,-0.0698,0.0588,0.0878
2006.TW,2023-08-01,-0.0065,False,False,0.0259,0.0479,0.1019,0.1595
2006.TW,2023-08-14,-0.0116,False,False,0.0116,0.0172,0.1188,0.0967
2006.TW,2023-08-31,-0.0116,False,False,0.0134,0.0376,0.1703,0.1261
2006.TW,2023-09-11,0.0656,True,True,-0.0082,-0.0364,0.1387,0.0886
2006.TW,2023-09-13,0.0656,True,True,0.0081,-0.0002,0.1596,0.1117
2006.TW,2023-10-16,0.1448,True,False,0.0985,0.0791,0.1389,0.0855
2006.TW,2023-10-25,0.1448,True,False,0.1177,0.0602,0.1613,0.1042
2006.TW,2023-11-15,0.145,True,False,0.0188,0.0111,0.0519,-0.0541
2006.TW,2023-11-22,0.145,True,False,0.062,0.0438,0.0823,-0.0392
2006.TW,2023-11-24,0.145,True,False,0.0493,0.0359,0.1203,0.0026
2006.TW,2023-12-05,0.145,True,False,0.0173,0.0004,0.118,-0.0824
2006.TW,2023-12-14,0.3003,True,False,0.0014,0.0052,0.0831,-0.0943
2006.TW,2024-01-04,0.3003,True,False,0.028,-0.0096,0.0571,-0.1979
2006.TW,2024-01-16,0.0667,True,False,0.0377,-0.0723,0.0866,-0.0941
2006.TW,2024-01-22,0.0667,True,False,0.0766,0.0056,0.0836,-0.1032
2006.TW,2024-02-19,0.5531,True,False,0.0604,-0.0314,0.0006,-0.1847
2006.TW,2024-02-22,0.5531,True,False,-0.0267,-0.1275,-0.004,-0.1944
2006.TW,2024-03-19,-0.1698,False,False,-0.0044,-0.0362,-0.0536,-0.2221
2006.TW,2024-03-21,-0.1698,False,False,-0.0014,0.0428,-0.0626,-0.2567
2006.TW,2024-04-09,-0.1698,False,False,-0.0124,0.0032,-0.0193,-0.1985
2006.TW,2024-04-17,0.0067,True,True,-0.0307,-0.0946,-0.0098,-0.2572
2006.TW,2024-04-29,0.0067,True,True,-0.0584,-0.1491,-0.0136,-0.1466
2006.TW,2024-06-04,0.0503,True,False,0.0215,-0.1029,0.1187,0.0263
2006.TW,2024-06-13,-0.0808,False,False,0.0129,-0.12,0.1223,0.1559
2006.TW,2024-06-20,-0.0808,False,False,0.033,0.0234,0.1121,0.1652
2006.TW,2024-06-26,-0.0808,False,False,0.0446,0.0739,0.0978,0.1041
2006.TW,2024-07-12,-0.0286,False,False,0.0917,0.1779,0.0874,0.1031
2006.TW,2024-07-18,-0.0286,False,False,0.0612,0.0977,0.057,0.0177
2006.TW,2024-07-29,-0.0286,False,False,0.0528,0.0492,-0.0027,-0.0902
2006.TW,2024-08-07,-0.0286,False,False,0.025,0.0417,-0.0224,-0.1432
2006.TW,2024-08-20,0.0608,True,True,-0.0155,0.0166,-0.0543,-0.1006
2006.TW,2024-09-02,0.0608,True,True,0.0038,-0.0114,-0.1113,-0.1712
2006.TW,2024-09-05,0.0608,True,True,-0.0063,-0.0931,-0.1101,-0.2506
2006.TW,2024-09-27,-0.0129,False,False,-0.0611,-0.0765,-0.1083,-0.1578
2027.TW,2018-01-05,0.6826,True,False,0.0021,-0.0377,0.334,0.3236
2027.TW,2018-01-25,0.4248,True,False,0.1951,0.2479,0.311,0.3849
2027.TW,2018-01-31,0.4248,True,False,0.127,0.1483,0.3975,0.4448
2027.TW,2018-02-21,0.6436,True,False,0.1857,0.1606,0.3286,0.3304
2027.TW,2018-03-12,0.6979,True,False,0.1024,0.122,0.3177,0.3367
2027.TW,2018-03-22,0.6979,True,False,0.0792,0.127,0.3356,0.3632
2027.TW,2018-03-30,0.6979,True,False,0.1293,0.1812,0.25,0.2669
2027.TW,2018-04-19,0.5837,True,False,0.012,0.0326,0.122,0.1178
2027.TW,2018-04-27,0.5837,True,False,-0.0274,-0.0653,0.1372,0.0588
2027.TW,2018-05-07,0.5837,True,False,0.1308,0.0918,0.1534,0.0683
2027.TW,2018-06-01,0.6929,True,False,0.0196,0.0233,0.3819,0.3215
2027.TW,2018-06-13,0.2765,True,False,-0.0617,-0.0575,0.2125,0.1616
2027.TW,2018-07-16,0.2235,True,False,0.1866,0.1667,0.4612,0.4498
2027.TW,2018-07-25,0.2235,True,False,0.2878,0.289,0.4618,0.5261
2027.TW,2018-07-31,0.2235,True,False,0.3288,0.3206,0.2214,0.3388
2027.TW,2018-08-22,0.2577,True,False,0.113,0.0953,-0.012,0.079
2027.TW,2018-09-17,0.2325,True,False,0.0268,0.1019,-0.058,0.0544
2027.TW,2018-09-27,0.2325,True,False,-0.2099,-0.073,-0.2181,-0.079
2027.TW,2018-10-19,0.0846,True,False,-0.1296,-0.1,-0.0643,-0.0183
2027.TW,2018-12-21,0.0441,True,False,0.0665,0.0513,0.0525,-0.0422
2027.TW,2019-01-02,0.0441,True,False,0.0354,0.0002,0.0377,-0.0921
2027.TW,2019-03-04,0.0383,True,False,0.0089,-0.0287,-0.0157,-0.0215
2027.TW,2019-03-15,-0.0335,False,False,-0.0046,-0.0625,0.0285,0.0098
2027.TW,2019-04-03,-0.0335,False,False,-0.0284,-0.0553,-0.0055,-0.0342
2027.TW,2019-05-03,-0.0695,False,False,0.0011,0.0644,0.0568,0.0519
2027.TW,2019-05-20,-0.0039,False,False,0.0466,0.0377,0.0352,-0.0004
2027.TW,2019-05-28,-0.0039,False,False,0.0522,0.01,-0.0484,-0.1067
2027.TW,2019-06-05,-0.0039,False,False,0.0239,-0.0234,-0.073,-0.1273
2027.TW,2019-06-10,-0.0039,False,False,0.0204,-0.0119,-0.0447,-0.0806
2027.TW,2019-07-17,-0.1317,False,False,-0.0161,0.0168,-0.2056,-0.2793
2027.TW,2019-07-29,-0.1317,False,False,-0.1229,-0.0797,-0.2345,-0.3064
2027.TW,2019-07-31,-0.1317,False,False,-0.117,-0.0898,-0.2385,-0.3267
2027.TW,2020-11-04,-0.194,False,False,0.1347,0.0476,0.0367,-0.218
2027.TW,2020-11-09,-0.194,False,False,0.2475,0.1522,0.0644,-0.2065
2027.TW,2020-11-17,-0.1912,False,False,0.2556,0.2252,0.144,-0.1049
2027.TW,2020-11-25,-0.1912,False,False,0.2575,0.2207,0.2254,0.0287
2027.TW,2020-12-16,0.0336,True,True,-0.1047,-0.2288,-0.0656,-0.2104
2027.TW,2020-12-31,0.0336,True,True,-0.1981,-0.2696,0.3035,0.1572
2027.TW,2021-02-17,0.0865,True,False,0.0759,0.1161,0.5009,0.566
2027.TW,2021-03-03,0.0865,True,False,-0.0079,-0.0031,0.5158,0.4988
2027.TW,2021-03-29,0.2801,True,False,0.5738,0.5357,0.7279,0.7149
2027.TW,2021-04-26,0.5434,True,False,-0.1838,-0.1356,0.1602,0.1896
2027.TW,2021-04-29,0.5434,True,False,-0.0635,-0.0294,0.1,0.127
2027.TW,2021-05-06,0.5434,True,False,-0.0131,-0.0179,0.0516,0.0556
2027.TW,2021-05-28,1.2745,True,False,0.1724,0.1621,0.078,0.0862
2027.TW,2021-06-22,1.1313,True,False,0.2167,0.1992,0.0617,0.0089
2027.TW,2021-06-24,1.1313,True,False,0.1527,0.1432,0.0759,0.0484
2027.TW,2021-07-12,0.9489,True,False,-0.1222,-0.1204,-0.2291,-0.1884
2027.TW,2021-07-15,0.9489,True,False,-0.0709,-0.0392,-0.2119,-0.1512
2027.TW,2021-08-12,0.7877,True,False,-0.089,-0.1134,-0.108,-0.1354
2027.TW,2021-08-27,0.7877,True,False,-0.0879,-0.094,-0.0463,-0.0633
2027.TW,2021-09-10,0.7877,True,False,-0.0851,-0.0179,-0.0236,-0.0264
2027.TW,2021-10-21,0.7416,True,False,-0.0378,-0.0845,-0.0443,-0.1486
2027.TW,2021-10-25,0.7416,True,False,-0.0111,-0.0554,-0.0177,-0.1196
2027.TW,2021-11-08,0.7416,True,False,-0.0032,-0.0187,0.0583,-0.0066
2027.TW,2021-11-24,0.6793,True,False,0.0085,-0.0011,0.1286,0.107
2027.TW,2021-12-07,0.6793,True,False,-0.0605,-0.1134,0.049,0.0804
2027.TW,2021-12-13,0.6278,True,False,-0.0793,-0.1274,0.0313,0.0484
2027.TW,2021-12-17,0.6278,True,False,-0.0724,-0.1436,0.085,0.0911
2027.TW,2022-01-20,0.2177,True,False,0.1683,0.2057,-0.0231,0.1058
2027.TW,2022-02-07,0.2177,True,False,0.0547,0.1331,-0.0526,0.0573
2027.TW,2022-02-18,0.4378,True,False,0.0172,0.0665,-0.1327,0.0116
2027.TW,2022-02-25,0.4378,True,False,-0.0468,-0.0338,-0.1775,-0.0648
2027.TW,2022-03-23,0.3587,True,False,-0.0195,0.0275,-0.2754,-0.1603
2027.TW,2022-04-08,0.3587,True,False,-0.1431,-0.0688,-0.3275,-0.1524
2027.TW,2022-04-19,0.4987,True,False,-0.1772,-0.1295,-0.3627,-0.2263
2027.TW,2022-11-15,0.0382,True,False,0.0557,0.067,0.0533,-0.0076
2027.TW,2022-11-17,0.0382,True,False,0.0888,0.0858,0.0511,0.0009
2027.TW,2022-12-05,0.0382,True,False,-0.0162,0.0409,0.0751,0.0521
2027.TW,2022-12-13,-0.1021,False,False,-0.0092,-0.0352,0.0436,-0.0466
2027.TW,2022-12-22,-0.1021,False,False,0.0205,-0.0602,0.0341,-0.0701
2027.TW,2023-01-09,-0.1021,False,False,0.0082,-0.0541,0.0491,-0.0008
2027.TW,2023-01-17,-0.0061,False,False,0.0,-0.0286,0.0218,0.0054
2027.TW,2023-02-09,-0.0061,False,False,0.0214,0.0388,-0.0113,0.0193
2027.TW,2023-03-06,0.0944,True,True,0.0079,0.0037,0.027,-0.0249
2027.TW,2023-03-13,-0.0078,False,False,0.0022,-0.0037,0.0452,-0.0306
2027.TW,2023-03-21,-0.0078,False,False,-0.0243,-0.0239,0.0574,-0.0488
2027.TW,2023-03-27,-0.0078,False,False,-0.0363,0.0086,0.0429,-0.0185
2027.TW,2023-03-29,-0.0078,False,False,-0.0121,0.0119,0.043,-0.0271
2027.TW,2023-04-13,-0.1589,False,False,-0.0341,-0.0149,0.0385,-0.0427
2027.TW,2023-05-02,-0.1589,False,False,0.0089,-0.068,0.1126,-0.0037
2027.TW,2023-05-04,-0.1589,False,False,0.0168,-0.0483,0.1251,0.013
2027.TW,2023-05-16,-0.2551,False,False,0.038,-0.0712,0.1237,0.0432
2027.TW,2023-05-30,-0.2551,False,False,0.0464,0.0283,0.0102,0.0132
2027.TW,2023-06-01,-0.2551,False,False,0.055,0.0107,0.0015,-0.0204
2027.TW,2023-06-15,-0.1571,False,False,0.001,0.0003,-0.0388,-0.0007
2027.TW,2023-06-28,-0.1571,False,False,0.0284,0.0185,0.0162,0.0515
2027.TW,2023-07-03,-0.1571,False,False,0.0489,0.049,-0.0056,0.0466
2027.TW,2023-07-14,-0.1281,False,False,0.0066,0.0515,-0.0027,0.0206
2027.TW,2023-07-27,-0.1281,False,False,-0.084,-0.0457,-0.0585,-0.0175
2027.TW,2023-09-04,-0.1735,False,False,-0.0282,-0.0026,0.039,0.0027
2027.TW,2023-09-14,-0.0754,False,False,0.0122,0.0154,0.0435,0.0077
2027.TW,2023-10-11,-0.1356,False,False,-0.004,-0.0115,0.0469,-0.0027
2027.TW,2023-10-30,-0.1356,False,False,0.027,-0.0415,-0.0027,-0.1271
2027.TW,2023-11-02,-0.1356,False,False,0.046,-0.009,0.0095,-0.1055
2027.TW,2023-11-15,-0.0816,False,False,0.0256,0.018,-0.0081,-0.1141
2027.TW,2023-11-28,-0.0816,False,False,0.022,-0.0009,-0.0724,-0.2182
2027.TW,2023-12-15,-0.0643,False,False,-0.0544,-0.0465,-0.0607,-0.2654
2027.TW,2023-12-26,-0.0643,False,False,-0.057,-0.0784,-0.0785,-0.2783
2027.TW,2023-12-29,-0.0643,False,False,-0.0556,-0.0868,-0.0758,-0.2804
2027.TW,2024-03-21,-0.1243,False,False,0.0121,0.0563,-0.0162,-0.2102
2027.TW,2024-03-28,-0.1243,False,False,0.004,-0.0081,-0.0283,-0.2096
2027.TW,2024-04-09,-0.1243,False,False,-0.0093,0.0063,-0.0187,-0.1978
2027.TW,2024-04-18,-0.2567,False,False,0.004,-0.0482,-0.004,-0.2415
2027.TW,2024-04-29,-0.2567,False,False,0.0242,-0.0665,0.0631,-0.0699
2027.TW,2024-05-02,-0.2567,False,False,0.0093,-0.0659,0.0505,-0.112
2027.TW,2024-05-16,-0.005,False,False,-0.0174,-0.0923,-0.0504,-0.1218
2027.TW,2024-06-07,-0.005,False,False,-0.0427,-0.1873,-0.0919,-0.0877
2027.TW,2024-07-15,-0.1363,False,False,-0.0458,0.0306,-0.0911,-0.0946
2027.TW,2024-07-30,-0.1363,False,False,-0.0631,-0.0622,-0.1389,-0.2244
2027.TW,2024-08-01,-0.1363,False,False,-0.0723,-0.0533,-0.1508,-0.1932
2027.TW,2024-08-30,-0.0038,False,False,-0.0507,-0.065,-0.0493,-0.0818
2049.TW,2018-01-03,0.3492,True,False,0.1742,0.1324,0.4899,0.4703
2049.TW,2018-01-18,0.3607,True,False,0.0739,0.0992,0.2072,0.2676
2049.TW,2018-02-02,0.3607,True,False,0.0385,0.0379,0.321,0.3492
2049.TW,2018-02-21,0.7776,True,False,0.0419,0.0168,0.2341,0.2359
2049.TW,2018-03-06,0.7776,True,False,0.1984,0.2063,0.1746,0.1691
2049.TW,2018-03-21,0.3378,True,False,0.2167,0.2632,-0.0744,-0.0463
2049.TW,2018-03-26,0.3378,True,False,0.0109,0.0492,-0.1068,-0.091
2049.TW,2018-05-10,0.4994,True,False,-0.0755,-0.1102,-0.3177,-0.3873
2049.TW,2018-05-21,0.5004,True,False,-0.2166,-0.1989,-0.4076,-0.4467
2049.TW,2018-07-13,0.5254,True,False,-0.1591,-0.1958,-0.3329,-0.337
2049.TW,2019-04-08,-0.2147,False,False,-0.051,-0.0788,-0.0765,-0.0839
2049.TW,2019-04-15,-0.2116,False,False,-0.169,-0.1421,-0.081,-0.0853
2049.TW,2019-04-22,-0.2116,False,False,-0.1545,-0.1025,-0.0951,-0.0963
2049.TW,2019-06-20,-0.2197,False,False,0.0038,-0.0191,0.1236,0.0726
2049.TW,2019-06-27,-0.2197,False,False,0.0766,0.0396,0.1156,0.0681
