symbol,market,date,gap_type,gap_size,vol_ratio,vol_confirmed,makes_new_high,fast_filled,unfilled_10d,excess10,excess20,excess60,post20,post60
1503.TW,tw,2024-09-04,down,0.0273,0.71,False,False,False,False,0.0132,-0.0262,-0.1606,-0.136,-0.212
1503.TW,tw,2025-02-11,up,0.0115,1.64,True,False,False,True,0.1119,0.0324,0.0325,-0.0733,0.0261
1503.TW,tw,2025-03-11,down,0.0198,0.41,False,False,False,False,-0.0554,-0.1576,0.0052,-0.0348,0.1021
1503.TW,tw,2025-03-31,down,0.0402,1.96,True,False,False,False,0.0227,-0.0067,0.1378,0.0638,0.1143
1503.TW,tw,2025-04-07,down,0.0669,0.15,False,False,False,False,-0.012,0.1391,0.094,0.1934,0.0695
1503.TW,tw,2025-04-08,down,0.0789,0.87,False,False,False,False,0.0498,0.2098,0.1849,0.1684,0.0713
1503.TW,tw,2025-04-09,down,0.0437,2.22,True,False,False,False,0.124,0.282,0.2535,0.2265,0.0459
1503.TW,tw,2025-04-10,up,0.0207,0.62,False,False,True,False,0.1056,0.2466,0.2135,0.2873,0.0693
1503.TW,tw,2025-05-05,up,0.0417,7.74,True,True,False,True,0.0821,-0.0244,-0.1085,-0.0894,-0.2504
1503.TW,tw,2025-11-18,down,0.012,0.51,False,False,False,False,-0.0083,-0.0051,0.0812,-0.0266,0.0201
1503.TW,tw,2026-01-13,up,0.0113,4.12,True,True,False,True,0.1966,0.0643,-0.1336,-0.0766,-0.4335
1503.TW,tw,2026-03-27,down,0.0155,0.63,False,False,False,False,-0.0842,-0.2293,-0.141,-0.1079,
1513.TW,tw,2018-10-11,down,0.012,2.09,True,False,False,False,0.0171,0.0036,0.0148,0.0112,-0.0307
1513.TW,tw,2019-12-31,up,0.0304,6.91,True,True,False,True,0.0674,0.1975,0.1132,0.0807,0.0516
1513.TW,tw,2020-03-13,down,0.0283,1.87,True,False,False,False,0.0297,0.0655,0.1652,0.0668,0.0911
1513.TW,tw,2021-01-04,down,0.0112,1.75,True,False,False,False,-0.1104,-0.1222,0.0013,0.0203,0.0615
1513.TW,tw,2021-04-07,up,0.0132,1.26,False,False,False,False,0.0335,-0.0435,-0.0845,-0.1011,-0.1221
1513.TW,tw,2021-10-21,down,0.0592,5.5,True,False,False,False,-0.0088,0.0575,-0.0511,0.0525,-0.0054
1513.TW,tw,2022-03-10,up,0.0106,3.6,True,True,False,True,0.196,0.2345,0.1757,0.0709,0.0475
1513.TW,tw,2023-06-16,up,0.0129,1.84,True,True,False,True,0.055,0.0879,-0.1405,-0.1335,-0.138
1513.TW,tw,2023-07-19,down,0.0926,0.32,False,False,False,False,-0.091,-0.0698,-0.1666,0.044,-0.1042
1513.TW,tw,2023-07-20,down,0.098,0.26,False,False,False,False,0.066,0.0651,-0.0689,-0.0282,-0.1421
1513.TW,tw,2023-11-06,up,0.0112,1.2,False,False,False,True,-0.0149,0.2212,0.0782,0.1531,0.1865
1513.TW,tw,2024-02-26,up,0.0205,3.95,True,True,False,True,0.0378,0.1274,-0.1165,0.0835,-0.0482
1513.TW,tw,2024-08-02,down,0.0212,0.46,False,False,False,False,-0.0666,-0.0828,-0.1938,-0.0381,-0.1369
1513.TW,tw,2024-08-05,down,0.0618,0.38,False,False,False,False,-0.064,-0.0742,-0.2216,-0.0441,-0.1517
1513.TW,tw,2024-08-09,up,0.0121,0.83,False,False,True,False,-0.0403,-0.0952,-0.1908,-0.0156,-0.1466
1513.TW,tw,2024-08-13,down,0.031,2.21,True,False,False,False,0.0243,-0.0623,-0.1074,-0.049,-0.1229
1513.TW,tw,2024-09-04,down,0.015,0.66,False,False,False,False,0.0041,-0.0488,-0.16,-0.1394,-0.1973
1513.TW,tw,2025-03-11,down,0.0103,0.59,False,False,False,False,0.0063,-0.071,0.0844,-0.0333,0.0951
1513.TW,tw,2025-03-31,down,0.0243,3.01,True,False,False,False,0.022,-0.0065,0.149,0.0187,0.087
1513.TW,tw,2025-04-07,down,0.0758,0.4,False,False,False,False,-0.0013,0.0557,0.1075,0.0854,0.0731
1513.TW,tw,2025-04-08,down,0.0492,3.04,True,False,False,False,0.0535,0.1106,0.1838,0.08,0.0647
1513.TW,tw,2025-05-16,up,0.0104,4.19,True,True,False,True,0.0388,0.042,-0.0783,-0.0269,-0.0987
1513.TW,tw,2026-03-04,down,0.0121,0.85,False,False,False,False,0.0161,-0.0625,-0.3084,-0.1372,-0.3034
1513.TW,tw,2026-03-09,down,0.0255,0.78,False,False,False,False,0.0077,-0.0992,-0.2073,-0.1532,-0.299
1514.TW,tw,2018-02-05,down,0.0169,0.32,False,False,False,False,-0.0156,-0.0389,0.4644,0.0823,0.3935
1514.TW,tw,2018-04-02,up,0.1565,1.83,True,True,False,True,0.1404,0.0038,0.0476,-0.0659,-0.1224
1514.TW,tw,2018-04-03,up,0.0231,8.79,True,True,False,True,0.0452,-0.0716,-0.0768,-0.1002,-0.1469
1514.TW,tw,2018-04-09,up,0.0541,3.52,True,True,False,False,-0.0382,-0.1536,-0.1651,-0.1161,-0.1587
1514.TW,tw,2018-06-13,up,0.0306,4.57,True,True,False,False,-0.0543,-0.1727,-0.2266,-0.1293,-0.1572
1514.TW,tw,2018-10-11,down,0.0647,1.3,False,False,False,False,-0.0508,-0.0306,0.0922,0.1403,0.1069
1514.TW,tw,2018-10-19,down,0.0198,0.58,False,False,False,False,-0.0161,0.0782,0.127,0.0905,0.152
1514.TW,tw,2018-12-24,up,0.0827,6.64,True,True,False,True,-0.04,-0.0604,-0.0199,0.0019,-0.01
1514.TW,tw,2018-12-25,down,0.0109,1.69,True,False,False,False,0.0087,-0.0123,0.0398,-0.0054,-0.0107
1514.TW,tw,2019-01-30,up,0.011,3.01,True,True,False,True,-0.0097,0.0151,0.0302,0.0413,0.1392
1514.TW,tw,2019-09-17,up,0.0452,6.86,True,True,False,True,-0.0662,-0.1018,-0.2025,-0.0693,-0.1123
1514.TW,tw,2020-01-13,up,0.0193,4.71,True,True,False,False,0.1481,0.0955,0.1203,-0.0357,0.0368
1514.TW,tw,2020-01-20,up,0.0124,2.11,True,True,True,False,0.002,0.0098,0.0047,-0.0385,0.0784
1514.TW,tw,2020-03-13,down,0.0289,1.8,True,False,False,False,-0.0052,0.0929,0.2702,0.1185,0.2491
1514.TW,tw,2020-03-19,down,0.0203,1.39,False,False,False,False,0.113,0.1892,0.3513,0.1182,0.1867
1514.TW,tw,2020-03-25,up,0.0168,1.05,False,False,False,True,0.1499,0.1421,0.3283,0.0456,0.1051
1514.TW,tw,2021-05-17,down,0.0288,0.86,False,False,False,False,0.0796,0.139,0.1871,0.0509,0.0712
1514.TW,tw,2021-06-11,up,0.0139,5.21,True,True,True,False,-0.0091,0.0091,-0.0243,0.0684,-0.0188
1514.TW,tw,2022-03-14,up,0.0155,9.34,True,True,False,True,0.0243,-0.0012,0.0741,0.0223,0.127
1514.TW,tw,2022-03-24,up,0.0108,4.93,True,True,False,False,-0.0045,0.0325,0.0481,0.0134,0.2142
1514.TW,tw,2022-05-06,down,0.0112,0.48,False,False,False,False,0.048,0.1278,0.3783,0.0081,0.1955
1514.TW,tw,2022-06-13,down,0.0124,0.69,False,False,False,False,0.076,0.238,0.3178,0.1397,0.2096
1514.TW,tw,2022-08-09,down,0.0392,1.18,False,False,False,False,0.1395,0.0954,0.0392,-0.0254,-0.1438
1514.TW,tw,2022-09-26,down,0.0134,1.04,False,False,False,False,0.0136,-0.0143,-0.0193,-0.0238,0.0619
1514.TW,tw,2022-10-11,down,0.0109,0.7,False,False,False,False,-0.0288,-0.0238,0.0619,-0.0798,0.0478
1514.TW,tw,2022-11-25,up,0.0141,3.22,True,True,False,True,0.0594,0.0669,0.3218,0.0491,0.2635
1514.TW,tw,2023-04-13,up,0.026,4.94,True,True,False,True,-0.0308,-0.029,0.1314,-0.0324,0.2238
1514.TW,tw,2023-06-02,up,0.0226,1.64,True,True,False,True,-0.007,0.0367,-0.1001,0.0351,-0.131
1514.TW,tw,2023-06-05,up,0.0103,3.69,True,True,True,False,-0.0421,-0.0067,-0.1194,-0.0121,-0.122
1514.TW,tw,2023-08-09,down,0.0166,0.62,False,False,False,False,-0.0384,-0.1035,-0.03,0.0105,0.0203
1514.TW,tw,2023-10-25,up,0.0113,1.51,True,False,True,False,-0.0297,-0.0352,0.4774,0.4455,0.5334
1514.TW,tw,2023-11-24,up,0.0107,7.78,True,True,False,True,0.4467,0.3051,0.5325,-0.0963,0.0046
1514.TW,tw,2024-04-09,up,0.0343,1.49,False,True,False,True,0.2805,0.0937,0.0279,-0.4095,-0.258
1514.TW,tw,2024-06-11,up,0.0169,5.0,True,True,True,False,0.1396,0.0603,-0.0234,0.0119,-0.1297
1514.TW,tw,2024-06-17,up,0.0147,4.28,True,True,False,True,0.0101,0.0475,-0.1233,-0.0257,-0.1319
1514.TW,tw,2024-08-05,down,0.0504,0.72,False,False,False,False,-0.0679,0.0133,-0.2346,-0.0244,-0.1803
1514.TW,tw,2024-09-04,down,0.0451,0.6,False,False,False,False,-0.0019,-0.0611,-0.2042,-0.1908,-0.2813
1514.TW,tw,2025-02-21,up,0.0324,12.05,True,True,False,False,0.0036,0.0465,0.0436,-0.0758,0.0132
1514.TW,tw,2025-03-11,down,0.0138,0.34,False,False,False,False,0.023,-0.0845,0.0235,-0.0723,0.0032
1514.TW,tw,2025-03-31,down,0.036,1.35,False,False,False,False,-0.0244,-0.0596,-0.0236,0.0444,-0.0595
1514.TW,tw,2025-04-07,down,0.0315,0.07,False,False,False,False,-0.0872,0.0578,-0.0807,0.0986,-0.0727
1514.TW,tw,2025-04-08,down,0.0608,1.05,False,False,False,False,-0.0118,0.1224,0.0107,0.0901,-0.0736
1514.TW,tw,2025-05-05,up,0.0297,7.1,True,False,False,True,-0.0068,-0.0065,-0.2008,0.0091,-0.2364
1514.TW,tw,2025-09-09,up,0.0126,1.21,False,False,False,False,-0.122,-0.2086,-0.2654,-0.1325,-0.0896
1514.TW,tw,2025-11-03,up,0.0181,10.46,True,True,True,False,-0.128,-0.1415,0.0159,0.0316,-0.0135
1514.TW,tw,2026-02-02,down,0.0121,0.35,False,False,False,False,-0.0602,-0.1372,-0.3381,-0.0879,-0.2841
1514.TW,tw,2026-03-04,down,0.0123,0.68,False,False,False,False,0.0284,-0.0865,-0.276,-0.1276,-0.3403
1514.TW,tw,2026-03-09,down,0.0131,0.63,False,False,False,False,-0.0043,-0.1256,-0.0947,-0.145,-0.3554
1514.TW,tw,2026-03-27,down,0.0136,0.65,False,False,False,False,-0.1218,-0.2129,-0.2963,-0.0283,
1519.TW,tw,2018-04-09,up,0.0245,2.71,True,True,True,False,-0.0473,-0.2022,-0.2844,-0.1995,-0.2776
1519.TW,tw,2018-05-02,down,0.0113,0.78,False,False,False,False,-0.0173,-0.0887,-0.1679,-0.0763,-0.127
1519.TW,tw,2018-06-27,up,0.039,3.82,True,True,False,False,-0.0905,-0.1202,0.0093,-0.0098,0.0733
1519.TW,tw,2018-10-11,down,0.0581,0.61,False,False,False,False,-0.0966,-0.0497,0.024,0.116,0.1187
1519.TW,tw,2018-10-25,down,0.0193,0.87,False,False,False,False,0.0583,0.116,0.1187,0.0343,0.1697
1519.TW,tw,2018-12-24,up,0.0379,1.54,True,False,False,False,-0.0143,0.0653,0.1154,0.1115,0.0038
1519.TW,tw,2019-06-05,up,0.0105,9.8,True,True,False,True,-0.0171,-0.0106,-0.1448,0.0399,-0.1073
1519.TW,tw,2019-08-06,down,0.0127,0.84,False,False,False,False,0.0027,-0.0017,-0.0613,0.0432,0.0104
1519.TW,tw,2020-01-10,up,0.0159,1.8,True,False,False,False,0.0908,0.0964,0.0053,0.0237,-0.0566
1519.TW,tw,2020-03-13,down,0.0463,1.8,True,False,False,False,0.0031,0.0301,-0.0734,-0.0466,-0.0256
1519.TW,tw,2020-03-19,down,0.0249,1.48,False,False,False,False,0.1467,0.0499,0.1568,0.0399,-0.0593
1519.TW,tw,2020-03-25,up,0.0221,0.59,False,False,False,True,0.0889,-0.0294,0.0235,-0.012,-0.0978
1519.TW,tw,2021-05-11,down,0.0202,1.28,False,False,False,False,-0.0812,-0.0958,-0.072,-0.0067,-0.0812
1519.TW,tw,2021-12-15,up,0.0139,3.28,True,True,False,True,-0.0376,0.0843,0.1362,0.0293,0.2048
1519.TW,tw,2022-01-11,up,0.0833,7.8,True,True,False,True,-0.0329,-0.0248,0.1485,0.0561,0.1152
1519.TW,tw,2022-01-12,up,0.0543,11.47,True,True,False,False,-0.1062,-0.1006,0.0373,0.0587,0.1109
1519.TW,tw,2022-06-13,down,0.0154,1.38,False,False,False,False,0.0441,0.116,0.2792,0.1072,0.3074
1519.TW,tw,2022-07-05,up,0.0102,1.14,False,False,True,False,0.0254,0.0264,0.2221,-0.0103,0.2744
1519.TW,tw,2022-09-26,down,0.0113,1.13,False,False,False,False,0.1167,0.0558,0.1503,-0.0986,0.2612
1519.TW,tw,2022-10-17,down,0.0129,0.51,False,False,False,False,-0.1042,-0.1825,0.0996,-0.0308,0.2319
1519.TW,tw,2022-12-06,up,0.0347,5.43,True,True,False,True,0.0156,0.2244,0.3411,0.03,0.3498
1519.TW,tw,2023-02-13,down,0.0183,0.56,False,False,False,False,0.2075,0.2954,1.08,0.084,1.1585
1519.TW,tw,2023-04-12,up,0.0739,0.75,False,True,False,True,-0.0096,0.0104,0.6008,0.4678,1.0819
1519.TW,tw,2023-07-10,up,0.0199,0.48,False,False,False,True,0.2487,0.3445,0.7414,0.4073,0.3288
1519.TW,tw,2023-07-11,up,0.0156,0.56,False,True,False,True,0.2291,0.3666,0.7785,0.3893,0.3946
1519.TW,tw,2023-07-14,up,0.0301,0.93,False,True,False,True,0.1652,0.0188,0.4502,0.2329,0.204
1519.TW,tw,2023-07-19,down,0.0244,0.35,False,False,False,False,0.071,0.2601,0.4843,0.4814,0.1478
1519.TW,tw,2023-08-22,up,0.0179,2.05,True,True,False,True,0.0254,-0.1527,-0.0691,-0.0246,-0.0562
1519.TW,tw,2023-11-15,up,0.0193,2.01,True,False,False,False,-0.0082,0.2827,0.7161,0.1179,0.844
1519.TW,tw,2024-03-15,up,0.0126,2.55,True,True,False,True,-0.0269,0.2819,0.089,0.2651,0.2105
1519.TW,tw,2024-04-01,up,0.0233,0.1,False,False,False,True,0.2838,0.0917,0.0925,-0.286,-0.2927
1519.TW,tw,2024-05-13,down,0.0163,1.19,False,False,False,False,-0.0778,-0.0052,-0.1724,0.1867,-0.032
1519.TW,tw,2024-08-05,down,0.0213,1.27,False,False,False,False,-0.0227,-0.0597,-0.2883,-0.131,-0.1991
1519.TW,tw,2024-09-04,down,0.0222,0.74,False,False,False,False,-0.0153,-0.0087,-0.188,-0.1531,-0.2115
1519.TW,tw,2024-09-26,up,0.0138,1.55,True,True,True,False,-0.1349,-0.2048,-0.2428,0.0545,-0.1704
1519.TW,tw,2025-03-11,down,0.0133,0.84,False,False,False,False,-0.0964,-0.2545,-0.1695,-0.119,0.0982
1519.TW,tw,2025-03-31,down,0.0351,1.16,False,False,False,False,-0.0521,-0.0394,0.1633,0.1165,0.2286
1519.TW,tw,2025-04-07,down,0.0906,0.04,False,False,False,False,-0.0441,0.0705,0.2166,0.1064,0.3284
1519.TW,tw,2025-04-08,down,0.0996,0.19,False,False,False,False,0.0272,0.1489,0.3261,0.1069,0.3511
1519.TW,tw,2025-04-09,down,0.0532,0.88,False,False,False,False,0.1085,0.2487,0.4019,0.091,0.3444
1519.TW,tw,2025-04-10,up,0.0459,0.36,False,False,True,False,0.0992,0.223,0.342,0.108,0.3499
1519.TW,tw,2025-06-18,up,0.0126,3.14,True,True,False,False,-0.0597,-0.0393,-0.0383,0.2365,-0.0646
1519.TW,tw,2025-10-16,up,0.0209,2.52,True,False,False,True,0.1739,0.2341,0.2425,0.0161,0.2755
1519.TW,tw,2025-11-03,up,0.035,4.12,True,True,False,True,-0.026,-0.0592,0.1502,0.0722,0.0455
1519.TW,tw,2026-03-09,down,0.0297,0.99,False,False,False,False,0.013,-0.1232,-0.3968,-0.1349,-0.5092
1519.TW,tw,2026-03-10,up,0.0215,0.73,False,False,False,False,-0.0234,-0.1688,-0.4519,-0.1652,-0.5507
1560.TW,tw,2018-02-06,down,0.0111,2.56,True,False,False,False,0.0139,-0.0123,-0.051,-0.0642,-0.0484
1560.TW,tw,2018-03-23,down,0.0103,1.2,False,False,False,False,0.0238,0.075,-0.0056,-0.013,-0.1359
1560.TW,tw,2018-04-02,up,0.0171,0.73,False,False,False,True,0.0635,0.0001,-0.0732,-0.0845,-0.1682
1560.TW,tw,2018-04-13,up,0.0212,6.1,True,True,False,False,-0.0334,-0.0866,-0.2081,-0.0379,-0.126
1560.TW,tw,2018-07-20,up,0.0196,4.17,True,False,False,True,-0.0029,-0.0463,-0.1059,-0.0712,-0.1446
1560.TW,tw,2018-10-11,down,0.0541,3.72,True,False,False,False,-0.0883,-0.0888,0.0292,0.0237,0.1024
1560.TW,tw,2018-10-25,down,0.0273,1.78,True,False,False,False,0.0038,0.0237,0.1024,0.0586,0.079
1560.TW,tw,2018-12-03,up,0.0181,2.09,True,True,False,False,0.057,0.0707,0.0275,-0.0067,-0.0302
1560.TW,tw,2020-02-04,up,0.0206,0.87,False,False,False,False,-0.0252,-0.0342,-0.0046,0.0087,0.044
1560.TW,tw,2020-03-13,down,0.0275,1.99,True,False,False,False,0.0259,0.0574,0.05,0.0334,0.0297
1560.TW,tw,2021-05-17,down,0.0163,0.81,False,False,False,False,0.0188,0.0425,0.0811,0.0568,0.0534
1560.TW,tw,2021-08-18,down,0.0107,0.79,False,False,False,False,0.0619,0.0048,0.3216,0.0234,0.2306
1560.TW,tw,2021-10-15,up,0.0119,0.72,False,False,False,True,0.0911,0.1718,0.4926,0.1401,0.2391
1560.TW,tw,2022-03-10,up,0.0135,1.04,False,True,False,True,0.1302,0.083,0.365,-0.0501,0.2806
1560.TW,tw,2022-03-30,up,0.0118,1.12,False,False,True,False,0.0494,0.0785,0.3571,0.0738,0.16
1560.TW,tw,2022-05-06,down,0.0155,0.7,False,False,False,False,0.0237,0.1413,0.2839,0.2737,0.2425
1560.TW,tw,2022-07-20,up,0.0233,1.39,False,False,False,False,-0.0381,-0.0606,-0.2021,0.0379,-0.1887
1560.TW,tw,2022-08-11,up,0.0165,0.81,False,False,False,True,0.0024,-0.0145,-0.156,-0.0789,-0.2516
1560.TW,tw,2022-10-11,down,0.0255,1.35,False,False,False,False,-0.0549,-0.0495,-0.1334,-0.0976,-0.0922
1560.TW,tw,2023-07-14,up,0.0385,3.94,True,True,False,True,-0.004,-0.1055,0.1807,-0.0528,0.2153
1560.TW,tw,2024-09-12,up,0.0151,1.53,True,False,False,True,-0.0766,0.0408,-0.1585,-0.0344,-0.1384
1560.TW,tw,2025-02-03,down,0.0383,1.75,True,False,False,False,-0.0038,-0.0114,0.0247,0.0036,0.0978
1560.TW,tw,2025-03-03,down,0.0182,1.56,True,False,False,False,-0.0042,-0.0992,0.1145,-0.1245,0.0742
1560.TW,tw,2025-03-31,down,0.0402,2.43,True,False,False,False,-0.0372,0.154,0.3505,0.3926,0.5667
1560.TW,tw,2025-04-07,down,0.0814,0.09,False,False,False,False,-0.0801,0.253,0.3454,0.3894,0.6032
1560.TW,tw,2025-04-08,down,0.0985,0.59,False,False,False,False,-0.0067,0.342,0.516,0.3768,0.6563
1560.TW,tw,2025-04-09,down,0.0519,1.71,True,False,False,False,0.1194,0.4437,0.6056,0.305,0.52
1560.TW,tw,2025-04-10,up,0.0461,0.56,False,False,True,False,0.0868,0.3898,0.5659,0.3061,0.5495
1560.TW,tw,2025-04-23,up,0.0133,1.47,False,False,False,True,0.2571,0.305,0.52,0.013,-0.0123
1560.TW,tw,2025-06-02,down,0.0125,0.87,False,False,False,False,0.0327,0.0829,0.0382,0.1093,-0.025
1560.TW,tw,2026-02-23,up,0.0269,1.98,True,True,False,True,0.0338,-0.0072,0.2146,0.0283,0.1001
1560.TW,tw,2026-03-09,down,0.0369,0.52,False,False,False,False,-0.0288,0.0348,0.146,0.0497,0.1386
1560.TW,tw,2026-03-10,up,0.012,0.58,False,False,True,False,-0.0404,0.0283,0.1001,0.0075,0.1047
1582.TW,tw,2018-05-10,down,0.014,4.97,True,False,False,False,-0.0015,0.0055,-0.0723,0.0033,-0.0431
1582.TW,tw,2018-10-11,down,0.0143,2.94,True,False,False,False,-0.0094,-0.0879,-0.0232,-0.0174,-0.022
1582.TW,tw,2018-10-24,down,0.0114,1.47,False,False,False,False,-0.0568,0.002,-0.0017,0.0575,0.0908
1582.TW,tw,2018-11-05,down,0.0599,1.78,True,False,False,False,0.0742,0.0598,0.1059,-0.0123,0.0866
1582.TW,tw,2019-03-15,up,0.01,3.09,True,True,False,True,0.0009,0.0192,-0.0248,0.0019,-0.0237
1582.TW,tw,2019-08-12,up,0.0209,1.64,True,True,False,True,0.0041,-0.0437,-0.1156,-0.0661,-0.0714
1582.TW,tw,2020-01-30,down,0.0432,2.9,True,False,False,False,-0.0188,0.0021,-0.0228,-0.0418,0.0448
1582.TW,tw,2020-03-13,down,0.0227,1.6,True,False,False,False,-0.0556,0.0102,0.0234,0.1168,0.0797
1582.TW,tw,2020-03-17,down,0.0213,1.67,True,False,False,False,-0.0644,0.0382,0.0063,0.0871,0.0679
1582.TW,tw,2020-04-07,up,0.0121,1.13,False,False,False,True,0.0837,0.0939,0.0493,0.0439,-0.1274
1582.TW,tw,2020-04-09,up,0.0519,2.51,True,False,False,True,0.0187,0.0433,-0.0644,0.0376,-0.1631
1582.TW,tw,2020-05-08,up,0.0163,1.85,True,True,False,False,0.0141,-0.0265,-0.1865,-0.0835,-0.1719
1582.TW,tw,2020-08-07,up,0.0121,3.91,True,True,False,False,-0.0198,-0.0045,-0.0015,0.0487,-0.0613
1582.TW,tw,2021-04-07,up,0.0168,8.28,True,True,False,False,-0.0905,-0.136,-0.1698,-0.0687,-0.0918
1582.TW,tw,2021-08-06,down,0.0513,7.47,True,False,False,False,-0.0735,-0.0709,0.0067,0.024,-0.0098
1582.TW,tw,2022-03-16,up,0.019,4.1,True,False,False,True,-0.0166,0.0096,0.0341,0.0444,0.0758
1582.TW,tw,2022-05-06,down,0.0113,1.74,True,False,False,False,-0.017,-0.0518,0.0209,0.0305,0.0966
1582.TW,tw,2023-03-16,down,0.0115,3.3,True,False,False,False,-0.0219,-0.0079,-0.1099,0.0297,-0.0602
1582.TW,tw,2023-08-08,up,0.0156,4.32,True,True,False,True,0.0219,0.0601,0.1625,0.0831,0.2549
1582.TW,tw,2023-09-11,up,0.0144,3.42,True,True,False,True,0.0051,-0.036,0.3809,0.0563,0.1509
1582.TW,tw,2023-11-06,up,0.0395,8.24,True,True,False,True,0.0247,0.1922,-0.0672,0.0387,-0.1019
1582.TW,tw,2024-07-09,down,0.0183,1.1,False,False,False,False,0.0596,0.0503,0.0597,0.1024,-0.0179
1582.TW,tw,2024-08-05,down,0.0222,0.9,False,False,False,False,0.0526,0.1206,-0.0788,0.0591,-0.1632
1582.TW,tw,2024-08-09,up,0.0574,0.93,False,False,False,True,0.0539,0.0209,-0.156,0.0458,-0.2137
1582.TW,tw,2024-09-04,down,0.0228,0.92,False,False,False,False,0.0629,-0.1035,-0.238,-0.2068,-0.3095
1582.TW,tw,2024-11-11,down,0.014,2.9,True,False,False,False,0.0235,-0.0219,0.0887,-0.0592,0.0749
1582.TW,tw,2025-03-31,down,0.0153,1.61,True,False,False,False,-0.1242,-0.1306,-0.3053,-0.0888,-0.2259
1582.TW,tw,2025-04-07,down,0.0772,0.16,False,False,False,False,-0.1433,-0.1884,-0.3613,-0.0999,-0.2675
1582.TW,tw,2025-04-08,down,0.0962,1.69,True,False,False,False,-0.0838,-0.1765,-0.3077,-0.1065,-0.2646
1582.TW,tw,2025-04-09,down,0.0725,3.73,True,False,False,False,-0.0376,-0.1283,-0.2751,-0.0928,-0.2603
1582.TW,tw,2025-04-10,up,0.0123,4.84,True,False,True,False,-0.0068,-0.1114,-0.2458,-0.0989,-0.2845
1582.TW,tw,2025-04-14,up,0.0149,2.52,True,False,False,False,0.025,-0.0689,-0.2102,-0.0989,-0.2804
1582.TW,tw,2025-05-07,down,0.0144,1.89,True,False,False,False,-0.0084,0.0071,-0.208,-0.0383,-0.2385
1582.TW,tw,2026-01-27,up,0.0183,4.28,True,True,True,False,-0.0956,0.1963,-0.0611,0.2918,0.3484
1582.TW,tw,2026-03-23,down,0.0113,0.38,False,False,False,False,0.1715,0.0458,-0.3016,-0.3888,
1590.TW,tw,2018-02-27,up,0.0115,1.36,False,True,True,False,-0.1255,-0.0764,-0.0051,0.2516,0.1597
1590.TW,tw,2018-03-06,down,0.0137,1.58,True,False,False,False,-0.0582,0.032,0.0787,0.1843,0.0028
1590.TW,tw,2018-03-23,down,0.0103,0.87,False,False,False,False,0.1959,0.1172,-0.1157,-0.0659,-0.3619
1590.TW,tw,2018-03-27,up,0.0156,1.0,False,False,False,True,0.1991,0.1232,-0.084,-0.0579,-0.3623
1590.TW,tw,2018-06-15,down,0.011,1.94,True,False,False,False,-0.1574,-0.282,-0.5025,-0.2393,-0.2913
1590.TW,tw,2018-10-11,down,0.0126,1.06,False,False,False,False,0.1466,0.1826,0.3486,0.1246,0.3169
1590.TW,tw,2018-11-02,up,0.0222,1.24,False,True,False,False,-0.0612,0.0761,0.1955,0.2562,0.3157
1590.TW,tw,2018-11-09,down,0.0196,1.13,False,False,False,False,0.1349,0.2524,0.3898,0.0437,0.3308
1590.TW,tw,2018-12-03,up,0.0211,1.09,False,True,False,False,-0.0074,-0.097,0.0118,0.0155,0.0689
1590.TW,tw,2019-02-14,down,0.0158,0.94,False,False,False,False,0.0782,-0.002,-0.1292,0.0213,-0.2141
1590.TW,tw,2019-05-06,down,0.0208,2.14,True,False,False,False,-0.1384,-0.1439,-0.1668,-0.05,-0.0183
1590.TW,tw,2019-06-19,up,0.0144,2.55,True,False,False,True,0.0536,-0.0194,0.068,-0.1134,0.0079
1590.TW,tw,2019-06-20,up,0.012,2.13,True,True,True,False,-0.0028,-0.08,0.0257,-0.0871,0.0082
1590.TW,tw,2019-07-01,up,0.0316,1.58,True,True,False,False,-0.092,-0.117,0.0019,-0.09,0.1821
1590.TW,tw,2019-08-02,down,0.0124,1.48,False,False,False,False,0.0519,0.0464,0.2672,0.1112,0.2144
1590.TW,tw,2019-08-14,up,0.0197,1.71,True,False,False,False,-0.0105,0.1157,0.239,0.1224,0.2491
1590.TW,tw,2019-08-26,down,0.0421,1.57,True,False,False,False,0.0741,0.2055,0.2834,0.1694,0.1815
1590.TW,tw,2019-10-14,up,0.0582,1.63,True,True,False,True,0.0017,0.0313,-0.0241,-0.0015,0.0981
1590.TW,tw,2019-11-21,down,0.0129,1.46,False,False,False,False,0.0481,-0.0032,0.1953,-0.0319,0.1233
1590.TW,tw,2020-01-09,up,0.0362,2.14,True,True,False,True,0.0506,0.1223,0.1426,0.0332,0.2486
1590.TW,tw,2020-01-10,up,0.0229,4.32,True,True,False,False,-0.0126,0.0661,0.0597,-0.0105,0.1879
1590.TW,tw,2020-01-30,down,0.0176,1.63,True,False,False,False,0.0449,0.013,0.1493,-0.0944,0.1571
1590.TW,tw,2020-03-13,down,0.0515,1.65,True,False,False,False,0.1509,0.1937,0.1705,0.0826,-0.0147
1590.TW,tw,2020-03-24,up,0.0151,0.78,False,False,False,True,0.1081,0.2089,0.1463,0.1851,0.0169
1590.TW,tw,2020-03-25,up,0.0257,0.97,False,False,False,True,0.1124,0.1497,0.0946,0.1309,-0.0558
1590.TW,tw,2020-05-29,down,0.0179,3.01,True,False,False,False,-0.0819,-0.0626,0.0773,-0.0105,0.1745
